ensembl_gene_id,external_gene_name,entrezgene_id,hgnc_symbol,logFC_rna,padj_rna,CpG_Beta_diff,padj_meth,logFC_protein,padj_protein,Regulation_Grouping_2
ENSG00000004468,CD38,952.0,CD38,1.66438712913132,2.5480153509656604e-09,-0.0356757296832629,0.0001819054886306,0.705647482068876,0.0006615809430959,TPDE
ENSG00000004660,CAMKK1,84254.0,CAMKK1,1.71175690273259,7.864731031143657e-28,0.0,1.0,0.435011023549909,8.22422132538041e-05,TPDE_TMDS
ENSG00000004700,RECQL,5965.0,RECQL,1.44081950519125,9.792706428993532e-23,-0.0356757296832629,2.59263952496712e-08,0.659445000000002,1.06628167521938e-08,TPDE
ENSG00000004776,HSPB6,126393.0,HSPB6,-1.44188029514795,0.0013655262052718,-0.0356757296832629,9.88976002331175e-13,-0.59795447889879,0.042148453511549,TPDS
ENSG00000004779,NDUFAB1,4706.0,NDUFAB1,0.141024261624222,0.448022398232037,-0.0356757296832629,1.81571224213226e-08,-0.557885833333331,9.90385163500451e-05,TMDS
ENSG00000004846,ABCB5,340273.0,ABCB5,2.39390896937452,7.37432475888942e-06,0.0,1.0,-0.555657539975331,0.0049434403824785,TMDS
ENSG00000004848,0,0.0,0,2.64870919223708,0.0028183232366813,-0.0356757296832629,3.65998981111981e-10,0.0,1.0,TPDE_TMDS
ENSG00000004939,SLC4A1,6521.0,SLC4A1,-6.19706608630318,1.2545239691743294e-34,-0.0356757296832629,6.28809936016012e-08,1.30346666666667,9.61659162480574e-06,TMDE
ENSG00000004961,HCCS,3052.0,HCCS,-0.187482027867659,0.208895984648466,-0.0356757296832629,1.18756923208347e-07,-0.51196361708324,1.48626580439647e-05,TMDS
ENSG00000005001,0,0.0,0,-6.30032778858233,7.85053012410956e-29,-0.0356757296832629,1.60272901673925e-05,0.0,1.0,TPDS_TMDE
ENSG00000005020,SKAP2,8935.0,SKAP2,0.418856111603317,0.0008479980213848,-0.0356757296832629,1.5328421667937e-08,0.808661666666668,5.84390417365905e-06,TMDE
ENSG00000005022,SLC25A5,292.0,SLC25A5,-1.39135408610907,4.75362475203175e-19,-0.0356757296832629,0.0018004895706275,-0.788249166666665,6.51580027159341e-07,TPDS
ENSG00000005059,MCUB,55013.0,MCUB,1.84756275687889,1.84154793628957e-16,-0.0356757296832629,8.043646930377499e-14,0.80683031071349,4.440590936635e-05,TPDE
ENSG00000005108,THSD7A,221981.0,THSD7A,-1.21301764832909,0.0005950896038285,-0.0356757296832629,1.50980290981362e-11,-0.671276666666663,0.0004684890076823,TPDS
ENSG00000005187,ACSM3,6296.0,ACSM3,-1.04963786593938,0.0107276657517277,-0.0356757296832629,1.9332932495733e-12,-0.823572810280216,1.40686547062753e-05,TPDS
ENSG00000005243,COPZ2,51226.0,COPZ2,1.02765884177767,0.0003973708844199,-0.0356757296832629,0.0019468715702745,0.396230386587153,0.0021226249156528,TPDE_TMDS
ENSG00000005249,PRKAR2B,5577.0,PRKAR2B,-1.42590997342416,3.09477061233352e-10,0.0,1.0,-1.10670083333333,1.84635673221404e-06,TPDS
ENSG00000005381,MPO,4353.0,MPO,0.18363979187589,0.66904195206811,-0.0356757296832629,4.75841168268137e-17,0.577215401262741,0.0064753973442355,TMDE
ENSG00000005469,CROT,54677.0,CROT,-0.662160243737714,3.77740681688611e-08,-0.0356757296832629,6.44802320696042e-12,-0.596981577074623,8.33231100549771e-06,TMDS
ENSG00000005486,RHBDD2,57414.0,RHBDD2,-0.572485893811684,2.11239517288743e-05,-0.0356757296832629,0.0005757127255734,-0.852130833333332,6.5328685939956e-05,TMDS
ENSG00000005844,ITGAL,3683.0,ITGAL,1.96269544916921,1.9906750599800603e-09,-0.0356757296832629,3.4626974243594e-10,0.907847977467225,1.43641270037782e-06,TPDE
ENSG00000005882,PDK2,5164.0,PDK2,-1.28956245913014,1.4202497741398102e-09,-0.0356757296832629,1.94957157207772e-10,-0.398974166666664,0.006823936175033,TPDS_TMDE
ENSG00000005981,0,0.0,0,-1.85584681945697,0.0001458074043512,-0.0356757296832629,2.77888977582263e-07,0.0,1.0,TPDS_TMDE
ENSG00000006047,YBX2,51087.0,YBX2,0.313289801134089,0.49693862593125,-0.0356757296832629,2.37828880938903e-08,0.634778333333335,0.0002773257252243,TMDE
ENSG00000006118,TMEM132A,54972.0,TMEM132A,1.90578648408664,2.97005719965774e-08,-0.0356757296832629,2.20946872229624e-11,0.130991666666668,0.234812507891106,TPDE_TMDS
ENSG00000006128,0,0.0,0,-6.06718070113455,7.537336738421159e-22,-0.0356757296832629,6.8452989314106e-27,0.0,1.0,TPDS_TMDE
ENSG00000006377,0,0.0,0,2.58980740511983,0.0001217000466515,-0.0356757296832629,7.19693767822589e-15,0.0,1.0,TPDE_TMDS
ENSG00000006432,0,0.0,0,-1.59609671484262,8.23913233236584e-10,-0.0356757296832629,2.55995404385077e-10,0.0,1.0,TPDS_TMDE
ENSG00000006607,FARP2,9855.0,FARP2,-0.533202931735584,3.75059572491931e-06,0.0,1.0,-0.615867415575317,1.61427835999262e-07,TMDS
ENSG00000006611,USH1C,10083.0,USH1C,-0.142267934355418,0.754237802543723,-0.0356757296832629,3.80412178922806e-20,-0.802243333333333,0.0001825883897127,TMDS
ENSG00000006634,0,0.0,0,1.15700901971633,2.34188198864454e-08,-0.0356757296832629,2.54419013966215e-05,0.0,1.0,TPDE_TMDS
ENSG00000006747,SCIN,85477.0,SCIN,-2.1559024178322,1.4613567480294e-07,0.0,1.0,-0.782335833333332,6.74477608522109e-05,TPDS
ENSG00000006757,PNPLA4,8228.0,PNPLA4,-1.01333832584247,2.8986203588365e-05,-0.0356757296832629,0.0219895370545505,-0.276809166666665,0.0485822416121701,TPDS_TMDE
ENSG00000007001,0,0.0,0,-3.97902174416108,7.08071570201141e-18,-0.0356757296832629,0.0034456686682824,0.0,1.0,TPDS_TMDE
ENSG00000007038,0,0.0,0,1.52479942638293,0.0201777986549066,-0.0356757296832629,1.94198833874709e-08,0.0,1.0,TPDE_TMDS
ENSG00000007062,PROM1,8842.0,PROM1,-1.5091767829832,0.0256781131732522,-0.0356757296832629,3.78292107906206e-08,-0.734366666666664,0.0280795649733975,TPDS
ENSG00000007129,0,0.0,0,1.82161412149451,5.52790633216395e-21,-0.0356757296832629,2.99851221058697e-10,0.0,1.0,TPDE_TMDS
ENSG00000007216,SLC13A2,9058.0,SLC13A2,-9.11248378325642,4.64006208839754e-51,0.0,1.0,-1.6150575,6.55023527145349e-05,TPDS
ENSG00000007237,GAS7,8522.0,GAS7,1.78991738017039,6.16528506457259e-14,0.0,1.0,0.420155702738821,0.000341460186421,TPDE_TMDS
ENSG00000007255,TRAPPC6A,79090.0,TRAPPC6A,-0.649988615038229,2.73557808578032e-05,-0.0356757296832629,1.81571784879189e-08,-0.574784166666664,1.24349380598911e-05,TMDS
ENSG00000007264,0,0.0,0,1.96077192502591,3.34232034749831e-12,-0.0356757296832629,3.54669654494834e-22,0.0,1.0,TPDE_TMDS
ENSG00000007402,CACNA2D2,9254.0,CACNA2D2,-2.27707327351205,2.1608034892838602e-35,-0.0356757296832629,2.90396242508853e-10,-0.115084743525233,0.73650465459503,TPDS_TMDE
ENSG00000007516,0,0.0,0,-1.27277088060361,0.0005610197462362,-0.0356757296832629,1.8350305616166103e-15,0.0,1.0,TPDS_TMDE
ENSG00000007923,DNAJC11,55735.0,DNAJC11,-1.10068864447291,7.944878945836161e-15,-0.0356757296832629,7.15223990173287e-12,-0.572685743967883,1.07050738868702e-05,TPDS
ENSG00000007968,0,0.0,0,2.80345224557175,2.61873808162325e-14,-0.0356757296832629,1.8549145725747e-23,0.0,1.0,TPDE_TMDS
ENSG00000008130,NADK,65220.0,NADK,0.338375556652597,0.0074497200169704,-0.0356757296832629,1.41683304545616e-16,0.553935833333338,9.64905187512731e-07,TMDE
ENSG00000008196,TFAP2B,7021.0,TFAP2B,-7.2660294163104,4.8804640785663195e-30,-0.0356757296832629,4.22706283067648e-13,-1.3005425,2.4819116569511203e-09,TPDS
ENSG00000008226,0,0.0,0,-1.28202059278018,4.3250410617487103e-10,-0.0356757296832629,1.9858672632034104e-19,0.0,1.0,TPDS_TMDE
ENSG00000008300,CELSR3,1951.0,CELSR3,1.46737907881504,0.0005399498815189,-0.0356757296832629,4.93602680934845e-06,-0.377396229446871,0.0036559841811739,TPDE_TMDS
ENSG00000008311,AASS,10157.0,AASS,-1.86037356815236,3.2243549401425e-13,-0.0356757296832629,1.6105588095124202e-14,-0.952723905504812,1.76536489250541e-06,TPDS
ENSG00000008441,NFIX,4784.0,NFIX,1.28457942121164,4.05268463122025e-07,-0.0356757296832629,2.26954949927806e-06,0.0703208333333375,0.392975305466504,TPDE_TMDS
ENSG00000008516,0,0.0,0,1.06951440957705,1.62157719805852e-05,-0.0356757296832629,4.07180249483628e-11,0.0,1.0,TPDE_TMDS
ENSG00000008517,IL32,9235.0,IL32,0.272077429459362,0.342967105973809,-0.0356757296832629,5.113955053530121e-09,1.43198647269099,3.16192041591831e-05,TMDE
ENSG00000008988,RPS20,6224.0,RPS20,1.05001591248891,9.04481418585997e-07,-0.0356757296832629,0.0004620278304707,0.126062500000001,0.027930389657833,TPDE_TMDS
ENSG00000009765,IYD,389434.0,IYD,-6.04956928594505,8.39525372723427e-26,-0.0356757296832629,9.982315574639e-08,-1.2010842032626,1.3023049652838e-05,TPDS
ENSG00000009790,TRAF3IP3,80342.0,TRAF3IP3,1.28731896893681,1.38911940480592e-06,-0.0356757296832629,9.69283471702345e-13,0.416891666666668,0.0047844286296464,TPDE_TMDS
ENSG00000009950,MLXIPL,51085.0,MLXIPL,-1.41728355610488,0.0063677367389922,0.0,1.0,-0.512345124996699,0.0024747641355431,TPDS
ENSG00000010256,UQCRC1,7384.0,UQCRC1,-1.19298633045588,1.5565072952766501e-31,-0.0356757296832629,3.37947981763603e-08,-0.807243333333333,3.69340885451871e-07,TPDS
ENSG00000010278,CD9,928.0,CD9,-0.367263160183539,0.165473764550647,-0.0356757296832629,3.60690738675375e-10,-0.532628644857357,0.0012587264071317,TMDS
ENSG00000010292,NCAPD2,9918.0,NCAPD2,0.927354584374767,1.02592252456977e-09,-0.0356757296832629,7.21420435201979e-08,0.539066666666666,1.11089966841283e-05,TMDE
ENSG00000010319,SEMA3G,56920.0,SEMA3G,-1.23672533799544,0.0066918877708961,-0.0356757296832629,4.44268298013829e-05,-0.133132499999999,0.36162864868257,TPDS_TMDE
ENSG00000010327,STAB1,23166.0,STAB1,1.52242431123519,1.8463421811139297e-11,-0.0356757296832629,2.04367683225858e-12,0.234093333333333,0.12690087547213,TPDE_TMDS
ENSG00000010438,0,0.0,0,-3.20606245758709,3.39225046177776e-13,-0.0356757296832629,1.89797112543901e-13,0.0,1.0,TPDS_TMDE
ENSG00000010610,CD4,920.0,CD4,1.92474694875333,1.65619712552447e-20,-0.0356757296832629,1.82448761582261e-05,0.878533171411486,9.60844957457507e-07,TPDE
ENSG00000010671,BTK,695.0,BTK,2.38332379517438,1.13698172781398e-26,-0.0356757296832629,2.8348660418383e-08,0.8195149749468,4.99425790876114e-07,TPDE
ENSG00000010810,FYN,2534.0,FYN,1.10712193665206,4.72017789834615e-08,-0.0356757296832629,1.1785550133895801e-21,0.207797259383485,0.0361274037398439,TPDE_TMDS
ENSG00000010932,FMO1,2326.0,FMO1,-2.70039799230506,2.16617050297005e-06,-0.0356757296832629,2.50200879145169e-05,-0.821773039827909,7.52544213901238e-05,TPDS
ENSG00000011052,NME1-NME2,654364.0,NME1-NME2,1.97665922026994,7.9053931407945e-06,-0.0356757296832629,8.35234459528777e-07,0.196246666666667,0.0033068358869506,TPDE_TMDS
ENSG00000011201,ANOS1,3730.0,ANOS1,2.55545982217588,1.27840220192558e-24,-0.0356757296832629,7.84341970266531e-07,0.57691160892531,0.0282631058922331,TPDE
ENSG00000011347,SYT7,9066.0,SYT7,-3.12261935393042,3.10979179549164e-10,-0.0356757296832629,5.16281055572755e-09,-0.127528333333335,0.657951995379527,TPDS_TMDE
ENSG00000011376,LARS2,23395.0,LARS2,-1.17557273545809,5.85413217992361e-35,-0.0356757296832629,3.54242246464352e-13,-0.84462029872803,1.62654323547491e-09,TPDS
ENSG00000011422,PLAUR,5329.0,PLAUR,2.21442228112258,2.0161422521076e-07,-0.0356757296832629,3.34692132739263e-09,0.543417500000002,0.001773768346399,TPDE
ENSG00000011426,ANLN,54443.0,ANLN,3.98964304811808,3.9951105004269304e-23,-0.0356757296832629,8.24808439858042e-07,0.355763352196809,0.0045640238373652,TPDE_TMDS
ENSG00000011600,TYROBP,7305.0,TYROBP,2.50157474483381,4.17375427993052e-35,-0.0356757296832629,6.7250294555985e-14,1.76518333333333,6.8971699517900206e-09,TPDE
ENSG00000011638,TMEM159,57146.0,LDAF1,1.02665312459982,2.66436699159072e-08,0.0,1.0,1.25674416666667,1.5960184040329e-08,TPDE
ENSG00000012048,BRCA1,672.0,BRCA1,1.79204527348728,1.18881500625567e-12,-0.0356757296832629,2.83670604582851e-06,0.404608152828901,1.3701953622961e-07,TPDE_TMDS
ENSG00000012124,CD22,933.0,CD22,1.27581272320081,1.43953401138039e-06,-0.0356757296832629,1.0635618923933399e-11,0.179495864614601,0.516897496506553,TPDE_TMDS
ENSG00000012171,SEMA3B,7869.0,SEMA3B,-2.72495430596921,5.16855782322181e-20,-0.0356757296832629,1.47943605530216e-14,-0.241729166666664,0.0894128685661808,TPDS_TMDE
ENSG00000012223,LTF,4057.0,LTF,-4.44404494445025,7.87021884092642e-12,-0.0356757296832629,5.299916923819201e-10,-0.397243113048947,0.331111247831559,TPDS_TMDE
ENSG00000012504,NR1H4,9971.0,NR1H4,1.12115546501743,7.32106909381412e-05,-0.0356757296832629,1.48416721821005e-12,0.508633333333334,0.0005592508590528,TPDE
ENSG00000012779,ALOX5,240.0,ALOX5,2.35882759707271,9.77256769554614e-17,0.0,1.0,1.19758858872125,2.21446081922884e-08,TPDE
ENSG00000013016,EHD3,30845.0,EHD3,-0.911075475617423,0.0002896901119949,-0.0356757296832629,6.269748495058211e-10,-0.658442618137171,6.52144959366014e-05,TMDS
ENSG00000013293,0,0.0,0,-2.17772396885257,4.82415133413032e-05,-0.0356757296832629,1.32363966527109e-16,0.0,1.0,TPDS_TMDE
ENSG00000013364,MVP,9961.0,MVP,0.248175611964232,0.185411256038251,-0.0356757296832629,6.85516949625513e-12,0.659607500000003,1.14629484896127e-05,TMDE
ENSG00000013588,GPRC5A,9052.0,GPRC5A,-1.22695765729661,0.0171831463447833,0.0,1.0,-1.26604331488933,0.0006610638726655,TPDS
ENSG00000013725,CD6,923.0,CD6,1.73008816918072,4.09430334673046e-07,-0.0356757296832629,1.3355417211349398e-11,0.443650176312728,0.0027904227406284,TPDE_TMDS
ENSG00000013810,TACC3,10460.0,TACC3,1.54847037210622,4.53777241660981e-18,-0.0356757296832629,3.9559739642970497e-11,0.468644166666667,0.0001791089270646,TPDE_TMDS
ENSG00000014257,ACPP,55.0,ACP3,-3.67954805184362,1.18557366929731e-35,-0.0356757296832629,1.51891457457014e-07,-1.05009739919968,1.21391770566572e-05,TPDS
ENSG00000014824,SLC30A9,10463.0,SLC30A9,-0.768146874544863,1.6815969924904999e-12,0.0,1.0,-0.600714999999999,7.19347404431186e-05,TMDS
ENSG00000015285,WAS,7454.0,WAS,1.68300257266049,1.0114800590868701e-14,-0.0356757296832629,5.493562415975731e-10,0.684160833333334,1.13094624617449e-05,TPDE
ENSG00000015413,DPEP1,1800.0,DPEP1,-5.86997513369461,8.48391288223115e-20,-0.0356757296832629,2.84997148047221e-06,-0.706770023655997,0.0018375550982876,TPDS
ENSG00000015475,BID,637.0,BID,1.21447144122782,1.3532508727251898e-11,0.0,1.0,0.562368504472651,9.7604697110913e-07,TPDE
ENSG00000016391,CHDH,55349.0,CHDH,-2.59416899013486,5.06452356236819e-12,-0.0356757296832629,0.0011302217866308,-0.846080310037808,1.18968115324865e-05,TPDS
ENSG00000016402,0,0.0,0,-2.70658311778379,4.44071546370451e-07,-0.0356757296832629,1.38170302479964e-10,0.0,1.0,TPDS_TMDE
ENSG00000017483,0,0.0,0,2.6152468484462,5.60433872240808e-05,-0.0356757296832629,1.59814669672011e-08,0.0,1.0,TPDE_TMDS
ENSG00000018236,CNTN1,1272.0,CNTN1,-3.40721248234847,5.10497854979943e-08,-0.0356757296832629,4.14892928357442e-14,-0.559494263548497,0.0003291080804095,TPDS
ENSG00000018280,0,0.0,0,3.08809257835798,2.7272758410765904e-15,-0.0356757296832629,1.20106293479713e-14,0.0,1.0,TPDE_TMDS
ENSG00000018869,0,0.0,0,-1.26135355722182,4.27202617009351e-07,-0.0356757296832629,5.14188210916998e-18,0.0,1.0,TPDS_TMDE
ENSG00000019169,MARCO,8685.0,MARCO,5.02135055185496,1.32786942211757e-14,-0.0356757296832629,3.96548052858336e-15,0.425811957510683,0.10855958681706,TPDE_TMDS
ENSG00000019186,CYP24A1,1591.0,CYP24A1,-3.29536376661811,2.36197446894348e-05,-0.0356757296832629,3.63737838936683e-08,-0.519519349517967,0.0269114581407258,TPDS
ENSG00000019505,0,0.0,0,1.32314727279064,0.0006568791321458,-0.0356757296832629,5.02274815697436e-08,0.0,1.0,TPDE_TMDS
ENSG00000019582,CD74,972.0,CD74,1.19629013046043,2.8331750329425e-09,-0.0356757296832629,5.39225301675446e-08,0.436495454544476,0.00010306624767,TPDE_TMDS
ENSG00000019991,HGF,3082.0,HGF,1.34265520610689,0.0269268870816876,-0.0356757296832629,1.27410900976357e-05,-0.824047334953682,0.0009367944214122,TMDS
ENSG00000020181,ADGRA2,25960.0,ADGRA2,1.17198369856091,3.15163846540212e-05,-0.0356757296832629,5.1650156515338405e-09,0.211372384853935,0.014950029053503,TPDE_TMDS
ENSG00000020633,RUNX3,864.0,RUNX3,2.23494130745135,6.70130757052646e-13,-0.0356757296832629,3.36848393278994e-16,0.958400000000001,1.28379551635139e-06,TPDE
ENSG00000021300,PLEKHB1,58473.0,PLEKHB1,-1.91672280813092,2.00793714573901e-12,-0.0356757296832629,7.535138383055261e-10,0.180469166666669,0.135727571202739,TPDS_TMDE
ENSG00000021488,SLC7A9,11136.0,SLC7A9,-2.52732685516756,7.54450919500618e-07,-0.0356757296832629,0.0004795069946385,-1.60054666666667,1.00248802958648e-05,TPDS
ENSG00000022267,FHL1,2273.0,FHL1,1.75678003130201,1.5632656936845e-05,-0.0356757296832629,3.80696626484036e-11,0.584260393979905,0.0107082125026111,TPDE
ENSG00000023445,BIRC3,330.0,BIRC3,3.07763061666272,9.049449846499068e-26,-0.0356757296832629,7.91502143494089e-05,0.967423637567451,4.28598960938464e-08,TPDE
ENSG00000023892,DEF6,50619.0,DEF6,1.72970956928283,4.11121177695263e-14,-0.0356757296832629,0.0151146434072643,0.775097362693052,1.43564331340099e-05,TPDE
ENSG00000023902,PLEKHO1,51177.0,PLEKHO1,1.70135391488767,3.18745467391836e-18,-0.0356757296832629,5.4180298720889e-14,0.296200833333335,0.0361265988839338,TPDE_TMDS
ENSG00000023909,GCLM,2730.0,GCLM,0.504103399455223,0.0469215960831823,-0.0356757296832629,0.0004764633960533,0.538088455865643,2.19702949158352e-07,TMDE
ENSG00000024422,EHD2,30846.0,EHD2,2.31182972027238,2.8800878605311802e-21,0.0,1.0,0.516747574022542,0.005335380241035,TPDE
ENSG00000024526,DEPDC1,55635.0,DEPDC1,4.1043898760439,2.8515902500898497e-18,-0.0356757296832629,9.66305933685412e-14,0.0435937624803345,0.181350866159019,TPDE_TMDS
ENSG00000025708,TYMP,1890.0,TYMP,2.14231741793544,9.255279761813201e-22,-0.0356757296832629,2.26040421148095e-08,1.3067825,1.58063344966652e-09,TPDE
ENSG00000026025,VIM,7431.0,VIM,2.95527468930525,1.24172380022439e-39,-0.0356757296832629,2.22740488287979e-33,0.965566666666669,5.9794493661676614e-09,TPDE
ENSG00000026103,FAS,355.0,FAS,1.05711203630037,2.43540428334835e-08,-0.0356757296832629,3.43859479434176e-05,0.552475701769637,0.0009651886506572,TPDE
ENSG00000026508,CD44,960.0,CD44,1.5930263210359,3.9394406114647e-05,-0.0356757296832629,3.5137792294847e-12,0.764185593390154,7.43513923430736e-05,TPDE
ENSG00000026751,0,0.0,0,2.40758190603913,7.0389743968096395e-12,-0.0356757296832629,5.61780723276779e-17,0.0,1.0,TPDE_TMDS
ENSG00000026950,BTN3A1,11119.0,BTN3A1,2.09657516859746,9.422684647123608e-27,-0.0356757296832629,1.36781510577977e-09,0.932474700439153,1.18665759043453e-07,TPDE
ENSG00000027001,MIPEP,4285.0,MIPEP,-0.512395463290306,0.0003882469684099,-0.0356757296832629,7.89950554234272e-05,-0.561975308656733,5.93587798109814e-06,TMDS
ENSG00000027075,PRKCH,5583.0,PRKCH,1.10525371767765,1.47185316100436e-06,-0.0356757296832629,7.798110249475499e-12,0.206308333333335,0.0541001742658477,TPDE_TMDS
ENSG00000027644,0,0.0,0,-3.04637670020041,1.07298239659227e-06,-0.0356757296832629,2.19604574519931e-07,0.0,1.0,TPDS_TMDE
ENSG00000027697,IFNGR1,3459.0,IFNGR1,1.38314456866434,1.96023052590215e-18,-0.0356757296832629,2.30372829786242e-08,0.380923123514478,9.96560948995877e-05,TPDE_TMDS
ENSG00000028137,0,0.0,0,1.63701241646698,1.6735827447103799e-13,-0.0356757296832629,2.0420668789947e-09,0.0,1.0,TPDE_TMDS
ENSG00000028277,POU2F2,5452.0,POU2F2,1.22272455906246,7.14363322118452e-06,-0.0356757296832629,6.32905712926865e-14,0.462872500000002,0.0014645857959241,TPDE_TMDS
ENSG00000029153,0,0.0,0,2.33685265855501,1.33273429490716e-08,-0.0356757296832629,4.10014424285469e-16,0.0,1.0,TPDE_TMDS
ENSG00000029534,ANK1,286.0,ANK1,2.63210018758747,2.19949505937992e-09,0.0,1.0,1.16346598976448,1.95676482045517e-05,TPDE
ENSG00000029559,0,0.0,0,3.68709323754006,5.4285716886804305e-09,-0.0356757296832629,3.9617966163657196e-11,0.0,1.0,TPDE_TMDS
ENSG00000033178,UBA6,55236.0,UBA6,1.0133068216617,7.41121076892897e-05,0.0,1.0,0.278319166666667,0.0005698467462411,TPDE_TMDS
ENSG00000034053,0,0.0,0,1.68063840693486,3.76972360459711e-05,-0.0356757296832629,2.55939069612222e-10,0.0,1.0,TPDE_TMDS
ENSG00000034510,TMSB10,9168.0,TMSB10,2.54785129367747,1.28339666435296e-38,-0.0356757296832629,0.0009828594544467,1.30665,2.57135734639681e-09,TPDE
ENSG00000034971,MYOC,4653.0,MYOC,4.03119642737326,7.14248030593865e-15,-0.0356757296832629,5.493581191853621e-09,-0.0065424999999991,0.979431366941201,TPDE_TMDS
ENSG00000035115,SH3YL1,26751.0,SH3YL1,-1.15434665872506,3.6675109034934e-07,0.0,1.0,-0.972385833333333,8.59867007707947e-05,TPDS
ENSG00000035141,FAM136A,84908.0,FAM136A,0.339219511643335,0.0206604581071905,0.0,1.0,-0.604522358434411,3.14288931987407e-05,TMDS
ENSG00000035720,STAP1,26228.0,STAP1,-3.12981673061773,3.00413722074455e-26,-0.0356757296832629,2.61494515011386e-07,-0.357428333333332,0.000914395742268,TPDS_TMDE
ENSG00000036448,MYOM2,9172.0,MYOM2,-2.09002219432884,2.72256082269381e-14,-0.0356757296832629,5.69953865567552e-14,-0.0698233333333334,0.711144883016609,TPDS_TMDE
ENSG00000036672,USP2,9099.0,USP2,-3.37862852605455,4.96263816751486e-18,-0.0356757296832629,1.85274523771899e-11,-1.07888583333333,2.04706101136609e-05,TPDS
ENSG00000036828,CASR,846.0,CASR,-6.74886652486069,1.58387951561555e-26,0.0,1.0,-1.37918372993058,6.54669573208093e-08,TPDS
ENSG00000038427,VCAN,1462.0,VCAN,2.46174507974313,6.77459078996767e-08,-0.0356757296832629,1.05760971035217e-13,1.15704666666667,0.0024450521034914,TPDE
ENSG00000038945,MSR1,4481.0,MSR1,2.50601046097493,4.5871385734833e-43,-0.0356757296832629,9.06639257731821e-13,0.847565485245077,5.524077209237e-08,TPDE
ENSG00000039068,CDH1,999.0,CDH1,-0.840703472490679,0.063335151669028,-0.0356757296832629,1.16291382790683e-08,-0.653983459626122,1.27355683269299e-05,TMDS
ENSG00000041353,RAB27B,5874.0,RAB27B,2.93982956897508,1.7740626929432698e-12,-0.0356757296832629,0.0009941685447454,0.368756666666665,0.021822356511977,TPDE_TMDS
ENSG00000042493,CAPG,822.0,CAPG,1.05081650172256,0.0001147072930022,-0.0356757296832629,6.32912523764177e-09,0.467388788285591,0.0007996443678973,TPDE_TMDS
ENSG00000042813,0,0.0,0,-5.01300739316131,1.056765254002e-11,-0.0356757296832629,4.01184333369577e-10,0.0,1.0,TPDS_TMDE
ENSG00000042980,ADAM28,10863.0,ADAM28,1.23938995103992,2.0698278757896003e-10,-0.0356757296832629,1.83297093115557e-13,0.0901384844655687,0.733818288928762,TPDE_TMDS
ENSG00000043039,0,0.0,0,2.9443569205214,8.916995808576e-15,-0.0356757296832629,2.70917315449081e-10,0.0,1.0,TPDE_TMDS
ENSG00000043355,0,0.0,0,4.8666511129998,1.0089459198898e-06,-0.0356757296832629,2.05433510272378e-13,0.0,1.0,TPDE_TMDS
ENSG00000043462,LCP2,3937.0,LCP2,2.26499676420719,1.83482858149647e-17,-0.0356757296832629,1.74966729688154e-12,0.979365728333344,8.51979929259465e-08,TPDE
ENSG00000043591,0,0.0,0,-2.04939880906427,1.87199385462256e-05,-0.0356757296832629,5.87359422550998e-12,0.0,1.0,TPDS_TMDE
