epoch,loss,val_loss
0,0.561832845211029,0.39970818161964417
1,0.3366369903087616,0.30821511149406433
2,0.30146539211273193,0.2971586585044861
3,0.29521095752716064,0.29699328541755676
4,0.2911376357078552,0.29173824191093445
5,0.29040250182151794,0.28712373971939087
6,0.28726711869239807,0.29025793075561523
7,0.2899121344089508,0.2906935513019562
8,0.2859842777252197,0.2871685028076172
9,0.28748199343681335,0.28775590658187866
10,0.28669071197509766,0.28654298186302185
11,0.2852431535720825,0.28839975595474243
12,0.28457099199295044,0.2849958539009094
13,0.28311285376548767,0.2859467566013336
14,0.28407400846481323,0.28559374809265137
15,0.2838978171348572,0.2839758098125458
16,0.2846482992172241,0.2841995656490326
