epoch,loss,val_loss
0,1.1850707530975342,0.9820439219474792
1,0.9647343754768372,0.9542984366416931
2,0.9367846250534058,0.9400990009307861
3,0.9231553077697754,0.9170048236846924
4,0.8995760083198547,0.8970013856887817
5,0.8849049210548401,0.8833708167076111
6,0.866305410861969,0.8619155883789062
7,0.8467859625816345,0.8526710867881775
8,0.8311949968338013,0.8304036855697632
9,0.8180763721466064,0.8184344172477722
10,0.8093757033348083,0.804751992225647
11,0.7959588766098022,0.7923148274421692
12,0.7902426719665527,0.7907009720802307
13,0.783606767654419,0.7832549810409546
14,0.779729962348938,0.7804154753684998
15,0.7781176567077637,0.7767338156700134
16,0.7758792638778687,0.7761817574501038
17,0.7684958577156067,0.7735340595245361
18,0.7680556774139404,0.7708253264427185
19,0.7667900919914246,0.7752923369407654
20,0.7680767178535461,0.7680224776268005
21,0.7644914984703064,0.7697682976722717
22,0.76498943567276,0.769460141658783
23,0.7628732919692993,0.7671336531639099
24,0.7623375654220581,0.7627214193344116
25,0.7605127692222595,0.7626893520355225
26,0.7586286664009094,0.7638212442398071
27,0.7597863674163818,0.7630139589309692
28,0.7584381103515625,0.7640867233276367
29,0.7582587003707886,0.7628790140151978
30,0.7578021287918091,0.7600382566452026
31,0.7592076659202576,0.765132486820221
32,0.7573842406272888,0.7621228098869324
33,0.757757306098938,0.7669515013694763
34,0.7569568157196045,0.7630691528320312
35,0.7568497657775879,0.7612318396568298
36,0.7555184364318848,0.7620944976806641
37,0.7561551332473755,0.7601051330566406
38,0.7554656267166138,0.7593041658401489
39,0.756375253200531,0.7622048854827881
40,0.7546378970146179,0.7616308927536011
41,0.7562726736068726,0.7619476318359375
42,0.7526847124099731,0.7576788663864136
43,0.756375789642334,0.7565845251083374
44,0.7571718692779541,0.7598040699958801
45,0.755645751953125,0.7596626281738281
