epoch,loss,val_loss
0,0.5564347505569458,0.4245296120643616
1,0.41249504685401917,0.3997449576854706
2,0.39785221219062805,0.3883253335952759
3,0.3879230320453644,0.3797247111797333
4,0.38279858231544495,0.3779144883155823
5,0.37930282950401306,0.37316960096359253
6,0.3763454556465149,0.3708716928958893
7,0.3736170828342438,0.3714021146297455
8,0.3722631633281708,0.36911895871162415
9,0.37053537368774414,0.3648391664028168
10,0.3689902424812317,0.3659957945346832
11,0.368501752614975,0.3651265799999237
12,0.36736851930618286,0.3639284372329712
13,0.3659771680831909,0.36215099692344666
14,0.3650769889354706,0.3630921244621277
15,0.365400493144989,0.3619481027126312
16,0.36495479941368103,0.36090072989463806
17,0.3629733920097351,0.3602295517921448
18,0.364026814699173,0.3608855605125427
19,0.3628303110599518,0.35958191752433777
20,0.3621774911880493,0.3585755527019501
21,0.3613160252571106,0.3593134582042694
22,0.36238160729408264,0.35905030369758606
23,0.3608594238758087,0.3575575649738312
24,0.3607698976993561,0.3576328754425049
25,0.3603498637676239,0.3559553027153015
26,0.35995787382125854,0.35770726203918457
27,0.3599255084991455,0.35559871792793274
28,0.3595750629901886,0.35714399814605713
29,0.3592822551727295,0.3566524386405945
30,0.3590463399887085,0.3549317717552185
31,0.3582385778427124,0.35556522011756897
32,0.3579157590866089,0.3542225658893585
33,0.35771510004997253,0.3547568917274475
34,0.3578512370586395,0.355429470539093
35,0.35655638575553894,0.35560476779937744
36,0.3569185435771942,0.35401105880737305
37,0.3566027879714966,0.35410961508750916
38,0.35560524463653564,0.352174311876297
39,0.3562188446521759,0.35370898246765137
40,0.35603612661361694,0.3542352020740509
41,0.3547641932964325,0.35181424021720886
42,0.3549460172653198,0.35322219133377075
43,0.3553527891635895,0.35318559408187866
44,0.35409271717071533,0.3517979383468628
45,0.35452163219451904,0.3519609570503235
46,0.35392436385154724,0.35173407196998596
47,0.35392308235168457,0.35272490978240967
48,0.3544887900352478,0.35197263956069946
49,0.3529593348503113,0.351878821849823
50,0.3529469072818756,0.35361531376838684
51,0.3531965911388397,0.35101422667503357
52,0.3528362810611725,0.35207900404930115
53,0.35236719250679016,0.3521188795566559
54,0.3518562912940979,0.3505202531814575
55,0.35150259733200073,0.3500758111476898
56,0.35235175490379333,0.35178565979003906
57,0.35270610451698303,0.35226842761039734
58,0.3520428240299225,0.3512013554573059
0,0.533589243888855,0.439676970243454
1,0.44168779253959656,0.4320688247680664
2,0.43829140067100525,0.4313848316669464
3,0.4376770257949829,0.4308284819126129
4,0.4365752935409546,0.4288550913333893
5,0.43483665585517883,0.43012070655822754
6,0.4342708885669708,0.42937585711479187
7,0.4333553910255432,0.43009716272354126
8,0.4336989223957062,0.42810508608818054
9,0.4328785240650177,0.4271787703037262
10,0.432472288608551,0.4279288947582245
11,0.4315137565135956,0.42746439576148987
12,0.4317328631877899,0.42604416608810425
13,0.43092483282089233,0.4271778166294098
14,0.43125593662261963,0.4259677827358246
15,0.43064746260643005,0.42534640431404114
16,0.4303227961063385,0.42503035068511963
17,0.4302559196949005,0.4245651364326477
18,0.4292837679386139,0.4236907362937927
19,0.4290444254875183,0.4237153232097626
20,0.42921683192253113,0.423450767993927
21,0.42771559953689575,0.4241043031215668
22,0.4283178746700287,0.42385900020599365
23,0.42768603563308716,0.4230860471725464
24,0.4283190071582794,0.422419011592865
25,0.4265226423740387,0.42302361130714417
26,0.42652058601379395,0.42115333676338196
27,0.4264878034591675,0.42225611209869385
28,0.4259280860424042,0.4202337861061096
29,0.4263795018196106,0.4207119047641754
30,0.4261428713798523,0.4204428791999817
31,0.4245978593826294,0.41940563917160034
32,0.4247839152812958,0.420620858669281
33,0.4240126311779022,0.420490562915802
34,0.4242161512374878,0.4187719523906708
35,0.4233577847480774,0.41879937052726746
36,0.42376047372817993,0.4187676012516022
37,0.4234350621700287,0.4185633957386017
38,0.42312997579574585,0.4162055552005768
39,0.42271825671195984,0.4165073335170746
40,0.4219993054866791,0.417585164308548
41,0.4216931164264679,0.4167139530181885
42,0.42116880416870117,0.41494929790496826
43,0.4210321009159088,0.4149683117866516
44,0.4207039475440979,0.4155564308166504
45,0.4206697642803192,0.41611555218696594
46,0.41988393664360046,0.41463959217071533
47,0.4202575087547302,0.41392722725868225
48,0.41931620240211487,0.4145715534687042
49,0.4189732074737549,0.41348573565483093
50,0.4184938073158264,0.4132291376590729
51,0.4177776873111725,0.4148804843425751
52,0.4179944097995758,0.41327980160713196
53,0.41834521293640137,0.4120306968688965
54,0.4174295961856842,0.411976158618927
55,0.4171772003173828,0.4121043384075165
56,0.41664478182792664,0.4111095368862152
57,0.4162597954273224,0.41045817732810974
58,0.41630303859710693,0.4095384180545807
59,0.41620662808418274,0.40934327244758606
60,0.41549500823020935,0.410034716129303
61,0.41461417078971863,0.4085485637187958
62,0.41407230496406555,0.4095788896083832
63,0.4142725467681885,0.40899658203125
64,0.4130161702632904,0.4080691337585449
65,0.41194984316825867,0.40696683526039124
66,0.4132451117038727,0.40833985805511475
67,0.41199496388435364,0.40614640712738037
68,0.41292262077331543,0.40783756971359253
