gene_name,entrezgene_id,padj,Log2FC,absLogFC
TMX4,56255,0.80627728,0.009840313,0.009840313
KANSL2,54934,0.840518204,-0.009904303,0.009904303
VPS37A,137492,0.699750907,-0.009911121,0.009911121
IDUA,3425,0.841421932,-0.009974055,0.009974055
INPP5F,22876,0.752208031,-0.010142428,0.010142428
RPRD2,23248,0.599158236,-0.010184978,0.010184978
TTC33,23548,0.751648285,0.010270557,0.010270557
POTEI,653269,0.80056287,-0.010333068,0.010333068
METAP2,10988,0.673625428,-0.010337836,0.010337836
ATP9A,10079,0.867877524,0.010390929,0.010390929
CDC26,246184,0.782944961,0.01041274,0.01041274
USP9Y,8287,0.626109935,-0.010450147,0.010450147
ARGLU1,55082,0.784508959,-0.0105736,0.0105736
CDK5,1020,0.777162053,-0.010599646,0.010599646
STRIP1,85369,0.528597022,-0.010600737,0.010600737
CENPQ,55166,0.893624977,0.010630451,0.010630451
CWF19L2,143884,0.715526542,-0.010632034,0.010632034
FGB,2244,0.908439478,0.01077435,0.01077435
ELOB,6923,0.64857895,0.010783973,0.010783973
ZNF740,283337,0.854159071,-0.010866437,0.010866437
TUBA4A,7277,0.565853725,-0.010869172,0.010869172
POLR3GL,84265,0.745440403,-0.010875468,0.010875468
NELFA,7469,0.639423925,-0.010964233,0.010964233
LEO1,123169,0.663699523,0.011007105,0.011007105
IFT122,55764,0.714215516,-0.011008427,0.011008427
SMARCD2,6603,0.605356417,0.011019359,0.011019359
SVIL,6840,0.842094085,-0.01102329,0.01102329
NMRAL1,57407,0.829668636,-0.011045017,0.011045017
ALDH18A1,5832,0.833670174,0.011071367,0.011071367
FAM98C,147965,0.808184665,-0.011073294,0.011073294
ADCY6,112,0.766417315,-0.011106554,0.011106554
NID1,4811,0.833531546,0.011132972,0.011132972
ANXA6,309,0.800253171,0.011146358,0.011146358
UBAP2L,9898,0.637758938,0.011180716,0.011180716
HNRNPH3,3189,0.58393011,0.011371847,0.011371847
RBPMS,11030,0.76271275,0.011388375,0.011388375
SEPSECS,51091,0.799038611,-0.01149829,0.01149829
DUSP23,54935,0.816910735,-0.011522602,0.011522602
BRD1,23774,0.753703302,0.011544018,0.011544018
ILF3,3609,0.498594484,0.011567868,0.011567868
ITGB5,3693,0.754973263,-0.011701248,0.011701248
TULP3,7289,0.704932796,0.011737359,0.011737359
KATNA1,11104,0.654675168,-0.01180689,0.01180689
ARL6IP4,51329,0.64163994,0.011808788,0.011808788
SMARCA4,6597,0.559228502,-0.011869122,0.011869122
AGTRAP,57085,0.870802166,0.011875929,0.011875929
TRA2B,6434,0.589836715,0.011919727,0.011919727
NELFCD,51497,0.665267211,0.011939694,0.011939694
HPRT1,3251,0.765120692,0.012041247,0.012041247
SRSF10,10772,0.704966608,0.012076809,0.012076809
ZNHIT2,741,0.740674323,-0.012078822,0.012078822
DDX46,9879,0.448758703,0.01209495,0.01209495
PAF1,54623,0.572277714,0.012160057,0.012160057
RAB13,5872,0.580567645,-0.012195469,0.012195469
TARBP2,6895,0.715398794,-0.012269646,0.012269646
PPP2R2D,55844,0.696593442,0.012305393,0.012305393
LUZP1,7798,0.640115684,-0.012339089,0.012339089
KPNA6,23633,0.561942422,0.012350064,0.012350064
GSPT2,23708,0.561799717,-0.012371466,0.012371466
AGAP1,116987,0.690794507,-0.012374355,0.012374355
CALM1,801,0.565939513,-0.012375535,0.012375535
RMND5A,64795,0.622744298,0.012377263,0.012377263
ABI1,10006,0.515406004,0.012557584,0.012557584
ZNF143,7702,0.785101433,-0.012564399,0.012564399
SON,6651,0.501419929,-0.012584675,0.012584675
ARHGEF11,9826,0.519425526,0.012629241,0.012629241
HSPA6,3310,0.576290333,-0.012638555,0.012638555
NUDT21,11051,0.531794861,-0.012677286,0.012677286
SEC23B,10483,0.721318514,0.012720731,0.012720731
UBALD1,124402,0.771754218,-0.012746099,0.012746099
ALS2,57679,0.641087086,-0.012754686,0.012754686
KPTN,11133,0.729629315,-0.012760607,0.012760607
NAE1,8883,0.592386424,0.012797545,0.012797545
COPS3,8533,0.457663958,0.012826032,0.012826032
UBE2Q2,92912,0.76007536,0.012955043,0.012955043
DDX39B,7919,0.394270462,-0.012996125,0.012996125
PPP1R12C,54776,0.649108848,-0.013000922,0.013000922
MFAP1,4236,0.619237001,0.013001025,0.013001025
LCMT1,51451,0.652691063,-0.013066066,0.013066066
THOC2,57187,0.583748463,-0.013106243,0.013106243
MUC5B,727897,0.655440667,-0.013110568,0.013110568
KXD1,79036,0.594628013,0.01316506,0.01316506
BBX,56987,0.606873685,0.013172999,0.013172999
CPSF6,11052,0.613734646,-0.01319006,0.01319006
SLC34A2,10568,0.934707032,0.013198084,0.013198084
WASHC1,100287171,0.601429862,-0.013214534,0.013214534
ZGPAT,84619,0.609737168,0.013297661,0.013297661
ITGB1,3688,0.688367597,0.013334103,0.013334103
ATRX,546,0.557699111,0.013466243,0.013466243
TUBA1C,84790,0.493439787,-0.013488444,0.013488444
USP24,23358,0.438901238,-0.013496233,0.013496233
MFSD10,10227,0.814691026,-0.013584599,0.013584599
YTHDF2,51441,0.590276594,-0.013587408,0.013587408
TWNK,56652,0.794592202,0.013588205,0.013588205
SLTM,79811,0.58393011,0.013591556,0.013591556
OPTN,10133,0.704026171,0.013636707,0.013636707
FUBP3,8939,0.454442853,0.013812431,0.013812431
KHSRP,8570,0.467176822,-0.013830605,0.013830605
PTPA,5524,0.576720541,-0.013830811,0.013830811
FXR1,8087,0.509050731,-0.013851623,0.013851623
SORBS1,10580,0.845475514,0.01414297,0.01414297
TXNL1,9352,0.557867725,0.01416546,0.01416546
TCEAL1,9338,0.696416927,-0.014217164,0.014217164
RBM39,9584,0.47068977,-0.014224649,0.014224649
GTF2F2,2963,0.556252686,0.014231293,0.014231293
ARRB1,408,0.65644057,-0.014407996,0.014407996
USP7,7874,0.414936622,0.014444804,0.014444804
RDH10,157506,0.840910846,-0.014500904,0.014500904
BCL7C,9274,0.59727415,-0.014540449,0.014540449
WDR1,9948,0.543675788,-0.014579834,0.014579834
IGF1,3479,0.838012016,-0.014582617,0.014582617
ERCC2,2068,0.493974386,-0.014643618,0.014643618
KMT2C,58508,0.720000397,-0.014646502,0.014646502
AP5S1,55317,0.678292635,0.014741596,0.014741596
PRPF18,8559,0.394378864,0.014765459,0.014765459
LRCH2,57631,0.768805243,-0.01483604,0.01483604
SMU1,55234,0.485325688,0.014894181,0.014894181
NOTCH3,4854,0.847791296,0.01494495,0.01494495
CASKIN2,57513,0.739766661,-0.014963682,0.014963682
NUCB1,4924,0.609737168,0.015013997,0.015013997
CLIC2,1193,0.748740352,0.015053091,0.015053091
CC2D1A,54862,0.506439122,0.015074072,0.015074072
FBXL18,80028,0.533054725,0.015135051,0.015135051
SRPK2,6733,0.609256649,-0.015147886,0.015147886
CHURC1-FNTB,100529261,0.529406528,0.015209098,0.015209098
HMX3,340784,0.930718324,0.01527104,0.01527104
SRBD1,55133,0.465739403,-0.015358966,0.015358966
USP11,8237,0.593715983,-0.015494467,0.015494467
BAG6,7917,0.360168979,-0.01549759,0.01549759
B4GALT4,8702,0.777334429,-0.015540493,0.015540493
MYH15,22989,0.789144013,0.01554653,0.01554653
SRSF1,6426,0.446079603,-0.015563091,0.015563091
GPS1,2873,0.342081331,0.015611499,0.015611499
BANF1,8815,0.740724035,-0.015694713,0.015694713
DBR1,51163,0.449449211,0.015695093,0.015695093
RBX1,9978,0.536593675,0.015771567,0.015771567
UBXN2A,165324,0.700729681,0.015815019,0.015815019
PACS2,23241,0.498867945,-0.015886061,0.015886061
PTPRJ,5795,0.654960449,-0.016028445,0.016028445
USP32,84669,0.66810524,0.016050811,0.016050811
PANK2,80025,0.526235679,0.016090838,0.016090838
RALB,5899,0.680036641,-0.016138351,0.016138351
FAF1,11124,0.403305833,0.016175029,0.016175029
SMARCB1,6598,0.48102403,0.016198304,0.016198304
UBE2R2,54926,0.467158522,0.016216174,0.016216174
ANKRD10,55608,0.651326378,-0.016217921,0.016217921
MLLT1,4298,0.646584673,0.016335166,0.016335166
KRT6B,3854,0.796588217,0.016428826,0.016428826
KAT6A,7994,0.705475377,-0.016447113,0.016447113
UCKL1,54963,0.486703006,-0.016490015,0.016490015
SCAF4,57466,0.456629805,0.016643307,0.016643307
OGFOD3,79701,0.688746535,0.01670976,0.01670976
TAF9B,51616,0.521032599,0.016768368,0.016768368
NFIX,4784,0.732440407,0.016869006,0.016869006
TEX2,55852,0.714019682,0.016921433,0.016921433
ZNF638,27332,0.376100663,-0.016957083,0.016957083
B3GLCT,145173,0.634359458,0.016970264,0.016970264
PRKDC,5591,0.528455723,-0.017039826,0.017039826
POTEF,728378,0.655447345,-0.017065348,0.017065348
SPECC1L,23384,0.50076878,0.017183595,0.017183595
SRSF2,6427,0.443765994,0.017289083,0.017289083
SDF2L1,23753,0.734820352,-0.017290253,0.017290253
GCN1,10985,0.51959131,-0.017375973,0.017375973
PTK2B,2185,0.688367597,-0.017396213,0.017396213
SPINT1,6692,0.802265752,0.017398809,0.017398809
EEF1B2,1933,0.477205372,-0.017499155,0.017499155
RAD21,5885,0.463467809,0.017582547,0.017582547
EXOC1,55763,0.405548355,0.01777718,0.01777718
RRAGC,64121,0.591245208,-0.017962827,0.017962827
LAMTOR3,8649,0.549622424,-0.017983174,0.017983174
IFT27,11020,0.51619948,-0.018071291,0.018071291
ZNF346,23567,0.65644057,0.018226253,0.018226253
RBMXL1,494115,0.478725331,-0.018251025,0.018251025
KCMF1,56888,0.443703112,-0.018268031,0.018268031
THOC1,9984,0.376714085,0.018338216,0.018338216
PCOLCE,5118,0.847178884,-0.018421588,0.018421588
HSPA8,3312,0.27172885,-0.018515732,0.018515732
ITGA1,3672,0.709701888,-0.018572442,0.018572442
FANCI,55215,0.870810872,-0.01869179,0.01869179
RPS4Y1,6192,0.750036108,0.018698172,0.018698172
C1S,716,0.805702708,-0.018773129,0.018773129
METTL14,57721,0.545078902,-0.018856185,0.018856185
GSPT1,2935,0.421668453,-0.018961411,0.018961411
RERG,85004,0.732388204,-0.018972386,0.018972386
SH2D3A,10045,0.751378079,-0.01906353,0.01906353
EXOSC6,118460,0.380983095,0.019141425,0.019141425
TBC1D23,55773,0.494681877,0.01917677,0.01917677
ULK3,25989,0.640117904,0.019352301,0.019352301
PCM1,5108,0.456362943,0.019393684,0.019393684
HNRNPR,10236,0.363592314,0.019410039,0.019410039
C17orf80,55028,0.557867725,-0.019421611,0.019421611
SLC25A40,55972,0.731034269,0.01951067,0.01951067
R3HCC1,203069,0.585521096,0.019594216,0.019594216
CNOT6L,246175,0.43911429,0.019640724,0.019640724
CABIN1,23523,0.524059239,0.019705552,0.019705552
CLEC16A,23274,0.428372587,0.019720845,0.019720845
USP3,9960,0.528388678,0.019944012,0.019944012
RCN2,5955,0.458524705,-0.019952928,0.019952928
IFT22,64792,0.513580056,-0.019958659,0.019958659
WBP11,51729,0.369202652,0.020024181,0.020024181
GTPBP3,84705,0.643043567,-0.020067719,0.020067719
HGS,9146,0.283070905,-0.020105317,0.020105317
SERPINB6,5269,0.557946775,0.020229352,0.020229352
IK,3550,0.352566845,0.020245496,0.020245496
VPS8,23355,0.228315105,0.020618641,0.020618641
HIRA,7290,0.427733839,0.020634208,0.020634208
UBQLN4,56893,0.237203149,0.02063499,0.02063499
RWDD1,51389,0.494039242,-0.020640406,0.020640406
CGGBP1,8545,0.560951169,-0.020672839,0.020672839
SCYL1,57410,0.326650608,0.020710678,0.020710678
DNAJA1,3301,0.346589325,-0.020745424,0.020745424
FPGT,8790,0.51997282,0.020830079,0.020830079
ZC3H11A,9877,0.328132171,0.020855958,0.020855958
KIF5B,3799,0.233724609,-0.020868283,0.020868283
UBE3A,7337,0.165846731,0.020937181,0.020937181
MBIP,51562,0.565206376,0.020945409,0.020945409
RIPOR1,79567,0.41697565,-0.021060405,0.021060405
PI4K2A,55361,0.652691063,0.021065435,0.021065435
ARF4,378,0.445443782,-0.021071938,0.021071938
HEXIM1,10614,0.452651212,-0.021230849,0.021230849
MINK1,50488,0.308720924,-0.021270982,0.021270982
TUBG1,7283,0.27315633,0.021329604,0.021329604
POLR3F,10621,0.382676461,0.021363974,0.021363974
DET1,55070,0.585832604,0.021401387,0.021401387
DHX57,90957,0.24631879,-0.021411608,0.021411608
GOLM1,51280,0.752849407,0.021532102,0.021532102
UBR1,197131,0.308746563,0.021543826,0.021543826
TUBA8,51807,0.308658725,0.021571919,0.021571919
SCAI,286205,0.562416229,-0.021572196,0.021572196
ATP2B1,490,0.611795306,0.021604788,0.021604788
HNRNPL,3191,0.219113291,0.021635524,0.021635524
CDK11B,984,0.300720524,0.021643994,0.021643994
PPFIA1,8500,0.151130966,-0.021699649,0.021699649
CRTAC1,55118,0.766241137,0.021776083,0.021776083
EIF4G1,1981,0.369899676,-0.021864171,0.021864171
GTF2H2,2966,0.405838766,0.02186568,0.02186568
SRSF5,6430,0.405763257,-0.021881192,0.021881192
CHMP6,79643,0.427087746,0.02192585,0.02192585
DNAJC7,7266,0.368471814,-0.02195872,0.02195872
ECPAS,23392,0.251784111,0.021959621,0.021959621
SF3B6,51639,0.332948955,0.021978311,0.021978311
PATZ1,23598,0.626449823,0.022022737,0.022022737
UBL4A,8266,0.365443952,0.022126273,0.022126273
TMEM68,137695,0.634711859,0.022252097,0.022252097
REPIN1,29803,0.46961913,-0.02229135,0.02229135
HECTD1,25831,0.240951118,0.022466454,0.022466454
LANCL1,10314,0.389256517,-0.022467994,0.022467994
CINP,51550,0.50572177,0.022754061,0.022754061
TAB1,10454,0.233963155,0.022768074,0.022768074
HNRNPC,3183,0.256602287,-0.022768856,0.022768856
GLO1,2739,0.55305631,-0.022820712,0.022820712
CAAP1,79886,0.390566024,-0.02284852,0.02284852
E2F4,1874,0.29635956,0.023036982,0.023036982
SUPT20H,55578,0.542277433,-0.023054393,0.023054393
ELAVL2,1993,0.394680459,-0.023122485,0.023122485
ESD,2098,0.454442853,-0.023129067,0.023129067
RIOX1,79697,0.484160784,-0.023251628,0.023251628
UFD1,7353,0.330281555,-0.023308648,0.023308648
NONO,4841,0.21719957,0.023370259,0.023370259
GNG2,54331,0.604115969,-0.023462412,0.023462412
PLRG1,5356,0.28888083,0.023544604,0.023544604
CDC42BPB,9578,0.422913594,-0.02355629,0.02355629
CUL3,8452,0.162095235,0.023583922,0.023583922
TMEM199,147007,0.741711246,-0.023628538,0.023628538
MYL6,4637,0.563027139,-0.023651211,0.023651211
MOB4,25843,0.370020657,-0.023665882,0.023665882
HUWE1,10075,0.12263713,-0.023820292,0.023820292
AP1M1,8907,0.348342491,0.023836006,0.023836006
CRP,1401,0.921404158,0.023880134,0.023880134
L3MBTL3,84456,0.568675426,-0.023935398,0.023935398
B4GAT1,11041,0.56061617,-0.023978737,0.023978737
GTF2A2,2958,0.445443782,0.023981347,0.023981347
EMSY,56946,0.399330297,0.024008245,0.024008245
COL12A1,1303,0.791980714,-0.024057585,0.024057585
NBR1,4077,0.560643011,0.024120981,0.024120981
RAB21,23011,0.458544268,-0.024177769,0.024177769
PHLDB1,23187,0.551811798,-0.024204689,0.024204689
PPP2R2C,5522,0.474897823,0.024254035,0.024254035
POMT1,10585,0.692001028,0.024275578,0.024275578
XIAP,331,0.237937844,0.024310575,0.024310575
DYNC2LI1,51626,0.518254208,-0.024356629,0.024356629
RBBP5,5929,0.300001795,0.024378148,0.024378148
BRK1,55845,0.367543835,0.024419826,0.024419826
LDB1,8861,0.493439787,-0.024457492,0.024457492
GNL1,2794,0.234420203,0.02454979,0.02454979
IWS1,55677,0.302382088,-0.024562216,0.024562216
ABCF1,23,0.180638829,0.024594601,0.024594601
ING1,3621,0.578877795,-0.024605172,0.024605172
EIF4A2,1974,0.212215933,0.024658446,0.024658446
DCTN4,51164,0.233004313,0.024746736,0.024746736
TNRC6A,27327,0.647963636,-0.024836469,0.024836469
TMEM41B,440026,0.649523716,-0.024975079,0.024975079
HCFC2,29915,0.302467234,0.02504171,0.02504171
SF3A2,8175,0.27356798,-0.02505017,0.02505017
TUBG2,27175,0.224322423,-0.025060441,0.025060441
POGZ,23126,0.270198316,0.02507498,0.02507498
EPHB2,2048,0.641680172,-0.025116027,0.025116027
MED7,9443,0.542277433,-0.025268303,0.025268303
EFCAB14,9813,0.425140765,0.025331441,0.025331441
CPEB2,132864,0.354453673,0.025348559,0.025348559
IDE,3416,0.431161573,-0.025364998,0.025364998
DDX3Y,8653,0.303835036,-0.025478084,0.025478084
XRN2,22803,0.133144301,-0.025498901,0.025498901
