gene_name,entrezgene_id,padj,Log2FC,absLogFC
FAM118B,79607,0.031579499,0.079797967,0.079797967
COPS9,150678,0.056813646,0.079804994,0.079804994
SERPINA10,51156,0.37665018,-0.079813713,0.079813713
PSMD7,5713,0.000137658,0.079933492,0.079933492
RBM17,84991,2.09e-05,0.079950364,0.079950364
CSNK1D,1453,6.52e-06,-0.080134111,0.080134111
CCDC12,151903,0.009344217,-0.080201181,0.080201181
NAP1L4,4676,0.000134317,0.080203032,0.080203032
CEP44,80817,0.001059866,0.080212844,0.080212844
PROZ,8858,0.414419302,-0.080227779,0.080227779
MYO18A,399687,0.000129818,0.080347824,0.080347824
ZNF318,24149,0.002354451,0.080373725,0.080373725
CD151,977,0.223365102,0.080386308,0.080386308
LTA4H,4048,0.003530071,0.080485805,0.080485805
UBE2D2,7322,0.016116721,0.080492724,0.080492724
POM121,9883,0.005282393,0.080496314,0.080496314
SEMA4B,10509,0.063810641,0.080513225,0.080513225
ZNF414,84330,0.07874622,0.080532121,0.080532121
NUP188,23511,7.14e-06,0.08053572,0.08053572
KCTD12,115207,0.096193458,0.080535849,0.080535849
DNAJB1,3337,0.000428912,0.080587364,0.080587364
RPS5,6193,0.002963108,0.080665942,0.080665942
PLAA,9373,0.00014349,-0.080845836,0.080845836
ENPP4,22875,0.04507901,0.080918148,0.080918148
NEDD8-MDP1,100528064,0.003188802,0.08092472,0.08092472
PSPH,5723,0.136196264,-0.081002055,0.081002055
SIN3B,23309,0.001564263,0.081003815,0.081003815
EXOSC8,11340,0.001540154,0.081078555,0.081078555
GDAP2,54834,0.0005316,-0.08115841,0.08115841
SRP72,6731,0.002285514,0.081188146,0.081188146
NELFE,7936,0.001311391,0.081188834,0.081188834
SLCO2A1,6578,0.462690215,0.081202478,0.081202478
PTGIS,5740,0.319618976,-0.08126054,0.08126054
DPH2,1802,0.000599298,0.081313436,0.081313436
HACE1,57531,0.02138242,-0.081325227,0.081325227
DVL3,1857,0.00402503,-0.081346416,0.081346416
TEAD1,7003,0.008689674,0.081357445,0.081357445
SYNJ1,8867,5.98e-05,0.08135891,0.08135891
BRD2,6046,0.000114687,0.081369667,0.081369667
WDR59,79726,0.000136964,-0.081380317,0.081380317
ZNF787,126208,0.045075808,0.081406163,0.081406163
POLR3C,10623,0.000467638,0.081457134,0.081457134
VAMP2,6844,0.008311023,0.081466524,0.081466524
RTF1,23168,5.99e-05,0.081494325,0.081494325
GATAD2A,54815,0.000228651,0.081513479,0.081513479
SETX,23064,0.002730883,0.081622475,0.081622475
UPF2,26019,1.91e-05,0.081749183,0.081749183
HNF1B,6928,0.012124594,-0.081791196,0.081791196
ETF1,2107,0.005465247,0.081839514,0.081839514
PARK7,11315,0.000544134,-0.081897243,0.081897243
USP22,23326,0.040009326,0.081961125,0.081961125
COPS4,51138,1.34e-06,0.082023956,0.082023956
YME1L1,10730,0.072197208,-0.082042623,0.082042623
CRYBG3,131544,0.024022728,-0.082226987,0.082226987
CALCOCO1,57658,0.006451333,-0.082262087,0.082262087
C19orf25,148223,0.012405594,0.082354719,0.082354719
DYNLRB1,83658,0.000236187,0.08241478,0.08241478
MAP2K6,5608,0.026411728,-0.082433279,0.082433279
DPH3,285381,0.031518767,-0.082449824,0.082449824
ZBTB20,26137,0.040667581,-0.082483549,0.082483549
PRKAB1,5564,0.004157135,0.082565077,0.082565077
SRGAP1,57522,0.002438735,0.082572179,0.082572179
LPA,4018,0.374609076,0.082576783,0.082576783
ACTA2,59,0.076893156,-0.082613267,0.082613267
HSPA14,51182,6.98e-05,0.082624816,0.082624816
MIOS,54468,0.000152738,-0.082788995,0.082788995
TMEM94,9772,0.270467335,-0.08279229,0.08279229
ACTBL2,345651,0.024857194,-0.08285108,0.08285108
TBC1D7,51256,0.023141058,-0.082861927,0.082861927
EIF2D,1939,8.29e-06,0.082888158,0.082888158
NSMCE3,56160,0.006188813,0.082923822,0.082923822
KHDRBS1,10657,0.000590128,0.082941897,0.082941897
GOLGB1,2804,0.004086649,-0.082957872,0.082957872
TOX4,9878,0.000114945,-0.083046956,0.083046956
PCBD2,84105,0.070493329,0.083053619,0.083053619
YBEY,54059,0.144306869,-0.083103047,0.083103047
TAF12,6883,0.002100166,0.083125992,0.083125992
EMD,2010,0.009886989,-0.083177362,0.083177362
EXOC5,10640,0.000361596,0.083180548,0.083180548
HECTD4,283450,0.000229095,-0.083230842,0.083230842
PDE5A,8654,0.102485249,-0.083288219,0.083288219
ZNF609,23060,0.087082657,0.083389845,0.083389845
POLR2B,5431,4.1e-07,0.083403252,0.083403252
PHF8,23133,0.016296136,0.083522732,0.083522732
LATS1,9113,0.014187306,0.083588522,0.083588522
USP33,23032,0.015638944,-0.083617818,0.083617818
ANTXR2,118429,0.035288856,0.08363952,0.08363952
UNC45A,55898,0.000378782,0.0838394,0.0838394
COPRS,55352,0.012082628,0.083915995,0.083915995
BCL7B,9275,0.000871163,0.083920762,0.083920762
DVL2,1856,0.008399971,0.083923924,0.083923924
IAH1,285148,0.012418913,0.084172965,0.084172965
NEK8,284086,0.19956204,-0.084214767,0.084214767
EFL1,79631,9.09e-05,0.084329755,0.084329755
CLN5,1203,0.039567625,-0.084357354,0.084357354
NUP35,129401,0.000140141,0.084437378,0.084437378
MRC1,4360,0.290140728,0.084490855,0.084490855
TRIM32,22954,0.003151964,0.084551112,0.084551112
TRIP12,9320,0.000273861,0.084561874,0.084561874
TMCC3,57458,0.055030854,-0.08462294,0.08462294
CCNL1,57018,0.009203451,0.08464718,0.08464718
HNRNPUL2,221092,5.12e-05,0.084666161,0.084666161
C9orf78,51759,0.000760021,-0.084688579,0.084688579
CCDC25,55246,0.017669431,-0.08472454,0.08472454
CWC15,51503,0.000327179,0.084736705,0.084736705
RANBP3,8498,9.91e-05,0.084740652,0.084740652
INTS10,55174,0.000138649,0.084770933,0.084770933
NIF3L1,60491,0.007024537,0.084793717,0.084793717
FER,2241,0.005293992,0.084798812,0.084798812
THOC7,80145,0.000424342,0.084832407,0.084832407
PTGES3,10728,0.015270805,-0.084857492,0.084857492
PIKFYVE,200576,3.03e-05,-0.084864997,0.084864997
CMPK1,51727,0.007701532,-0.084913427,0.084913427
MYO1B,4430,0.038707854,-0.084946704,0.084946704
COPE,11316,3.35e-06,0.085024922,0.085024922
VAT1,10493,0.013945506,0.085050344,0.085050344
ZNF148,7707,0.000499947,0.085057068,0.085057068
ALPL,249,0.455625458,-0.085064392,0.085064392
PHF2,5253,0.001246324,-0.0852063,0.0852063
TEAD3,7005,0.03732461,-0.085246576,0.085246576
C4orf33,132321,0.358023457,0.085473221,0.085473221
FGF2,2247,0.228975439,0.085552326,0.085552326
GOSR2,9570,0.010972957,-0.085653428,0.085653428
COG3,83548,0.001585473,0.085660778,0.085660778
GOLGA2,2801,0.000111007,0.08567023,0.08567023
PIP5K1C,23396,0.000173154,0.085820909,0.085820909
SH2B1,25970,0.000926361,-0.085959444,0.085959444
VRK1,7443,0.002511772,0.085988332,0.085988332
POU2F1,5451,0.001772154,0.086002196,0.086002196
PRPF8,10594,2.63e-06,0.086050341,0.086050341
XRCC4,7518,0.000370313,0.086061987,0.086061987
RABEP2,79874,0.000338723,0.086076922,0.086076922
TP53BP1,7158,0.002247187,0.086129926,0.086129926
U2AF2,11338,2.43e-05,0.086141427,0.086141427
BRD7,29117,0.001869496,0.086252841,0.086252841
KRT77,374454,0.142484071,0.086276685,0.086276685
FARSA,2193,0.001510964,-0.086331209,0.086331209
PIR,8544,0.074102591,-0.086397278,0.086397278
DTYMK,1841,0.011537507,-0.086403433,0.086403433
POLR3E,55718,0.000849675,0.086441982,0.086441982
CPSF4,10898,0.004059973,-0.086446361,0.086446361
C17orf75,64149,0.017979001,-0.086508549,0.086508549
TNFRSF12A,51330,0.494810249,-0.08653339,0.08653339
UBE3C,9690,6.39e-05,0.086546178,0.086546178
WDR87,83889,0.053232213,0.086557857,0.086557857
GTF3C2,2976,0.000127998,-0.086658883,0.086658883
POLR3B,55703,0.001799642,0.086744238,0.086744238
SLAIN2,57606,1.01e-05,-0.086764243,0.086764243
GSTO1,9446,0.011551184,0.08676485,0.08676485
OLA1,29789,0.000316432,0.086854918,0.086854918
RPS2,6187,0.010174521,-0.086854971,0.086854971
PSMD4,5710,8.68e-06,0.086932873,0.086932873
EPS8,2059,0.002560912,0.086934724,0.086934724
COPZ1,22818,0.000843278,0.086964435,0.086964435
LRRFIP1,9208,0.017815238,0.086966546,0.086966546
CDC42EP4,23580,0.006834335,-0.087033261,0.087033261
RGPD1,400966,8.38e-07,0.087040052,0.087040052
THOC6,79228,2.89e-06,0.087095093,0.087095093
SLC25A16,8034,0.100231748,-0.087096658,0.087096658
NCOA5,57727,0.000219282,0.087115621,0.087115621
PCLO,27445,0.258993334,-0.087128143,0.087128143
POMP,51371,0.070600828,-0.087165752,0.087165752
TSR3,115939,0.096345692,0.087193085,0.087193085
EFCAB7,84455,0.014019728,-0.087258552,0.087258552
GTF2H1,2965,6.89e-05,0.087380252,0.087380252
RHOC,389,0.002325262,0.087427443,0.087427443
SERF2,10169,0.002971273,-0.087483892,0.087483892
SCYL3,57147,0.072696007,0.087487703,0.087487703
GTF2B,2959,1.6e-05,-0.087490681,0.087490681
LIG3,3980,0.000425321,-0.087590452,0.087590452
VPS25,84313,0.000801573,-0.087664496,0.087664496
ARMC6,93436,0.000132248,0.087702398,0.087702398
ELOC,6921,0.000901517,-0.087735151,0.087735151
BOLA1,51027,0.006392075,0.087803723,0.087803723
CUL4A,8451,3.21e-06,0.08781768,0.08781768
RASAL2,9462,0.00650948,0.087817847,0.087817847
BCAP31,10134,0.106487396,0.087825153,0.087825153
FMO3,2328,0.401344924,-0.087830692,0.087830692
PRPF19,27339,5.61e-06,0.087873177,0.087873177
AFF1,4299,0.011358392,0.087880902,0.087880902
ARIH1,25820,0.021696452,0.087911186,0.087911186
MGST2,4258,0.067041058,-0.087926922,0.087926922
TYW5,129450,0.003139813,-0.088033884,0.088033884
SF1,7536,2.23e-07,0.088105097,0.088105097
CCL18,6362,0.348435494,-0.088142011,0.088142011
TRIM14,9830,0.05120294,-0.088167122,0.088167122
CNTROB,116840,0.021504595,0.088172648,0.088172648
KRT8,3856,0.135199485,-0.088193561,0.088193561
AGPAT2,10555,0.033314238,-0.088194595,0.088194595
TMEM205,374882,0.084727294,0.08819552,0.08819552
MED23,9439,6.16e-06,0.088212283,0.088212283
PCBD1,5092,0.180229233,0.08822906,0.08822906
ZBTB21,49854,0.011330148,0.088281589,0.088281589
DDX39A,10212,3.62e-05,0.088363453,0.088363453
PREB,10113,0.013960547,0.088400043,0.088400043
MAEA,10296,0.000799893,-0.088428001,0.088428001
ARHGAP32,9743,0.000408283,0.088508945,0.088508945
PLSCR3,57048,0.04411577,0.088544089,0.088544089
WAPL,23063,6.28e-05,0.088556519,0.088556519
KANSL3,55683,0.008134924,0.088572996,0.088572996
SECISBP2L,9728,0.002373176,-0.088675435,0.088675435
FRG1,2483,0.000321679,0.088713717,0.088713717
OSBPL3,26031,0.029373727,0.088792247,0.088792247
SART1,9092,6.31e-05,0.088809761,0.088809761
DCTN3,11258,0.000188621,0.088851231,0.088851231
WDR45B,56270,5.1e-05,-0.088913948,0.088913948
RBFOX2,23543,0.005304866,0.088954142,0.088954142
INTS5,80789,1.3e-06,0.088978334,0.088978334
ZC3H14,79882,2.4e-05,-0.089019207,0.089019207
RPL30,6156,0.002180314,0.089055437,0.089055437
CDK5RAP3,80279,8.56e-05,-0.089081041,0.089081041
INTS1,26173,1.13e-06,0.089155273,0.089155273
NID2,22795,0.081359404,0.089189645,0.089189645
ENAH,55740,0.091604567,-0.089254736,0.089254736
KDM3B,51780,2.79e-06,0.089334568,0.089334568
RETREG2,79137,0.024778536,0.089367332,0.089367332
RAE1,8480,0.000100832,0.089404172,0.089404172
RAB28,9364,0.004016366,0.089721052,0.089721052
BRD4,23476,8.85e-05,0.08976639,0.08976639
F13A1,2162,0.411602851,0.08981673,0.08981673
GCC2,9648,0.001515475,0.089889382,0.089889382
GPD2,2820,0.027130394,-0.089931136,0.089931136
TAF3,83860,0.035575252,0.090091624,0.090091624
SKP1,6500,3.13e-06,0.090114884,0.090114884
KPNA4,3840,1.7e-06,0.090124378,0.090124378
MCM3AP,8888,3.02e-07,0.090126875,0.090126875
PCIF1,63935,0.001617555,0.090172799,0.090172799
MED31,51003,0.007735051,0.090229239,0.090229239
JCHAIN,3512,0.444828569,-0.090454068,0.090454068
HUS1,3364,0.000345705,0.090461651,0.090461651
RNF2,6045,0.00151473,0.090478898,0.090478898
SORL1,6653,0.07229179,0.090498607,0.090498607
FBXL17,64839,0.021879163,0.090520019,0.090520019
DAP,1611,0.00102032,-0.090541916,0.090541916
KATNB1,10300,0.000797171,0.090596725,0.090596725
ZHX1,11244,0.002180314,-0.090600837,0.090600837
SLC25A19,60386,0.070183998,0.090648297,0.090648297
MBNL3,55796,0.023028675,0.090649898,0.090649898
SLC12A7,10723,0.073193456,0.090751447,0.090751447
FAM20B,9917,0.020115447,0.090859969,0.090859969
MAN2B1,4125,0.026056694,-0.090894973,0.090894973
CDK2AP1,8099,0.002860003,0.09102835,0.09102835
ZBTB45,84878,0.064781372,-0.09112318,0.09112318
TUBB2A,7280,2.72e-06,-0.091145745,0.091145745
RAB2A,5862,0.002264509,0.091237663,0.091237663
MLX,6945,0.104847196,-0.091259085,0.091259085
SOS2,6655,6.96e-05,0.091439114,0.091439114
PCSK9,255738,0.181033784,-0.091454924,0.091454924
LRRC47,57470,4.24e-06,-0.091460797,0.091460797
CDR2L,30850,0.072484291,-0.091517281,0.091517281
PIP4K2B,8396,1.23e-07,0.091521462,0.091521462
SLC30A1,7779,0.01524203,-0.091562118,0.091562118
BRPF1,7862,0.011700551,-0.091606782,0.091606782
FKBP3,2287,0.002047263,-0.091629578,0.091629578
IFT57,55081,0.015423089,-0.091650452,0.091650452
ZC3H12C,85463,0.007712738,0.091780596,0.091780596
ORC5,5001,0.000554199,0.091867126,0.091867126
DHX15,1665,1.63e-06,0.091886284,0.091886284
IRGQ,126298,0.000100874,0.091987481,0.091987481
NRAS,4893,4.54e-05,-0.092007738,0.092007738
ORC4,5000,9.02e-05,0.092008402,0.092008402
KCTD18,130535,0.008154999,0.092101521,0.092101521
GOLGA1,2800,0.000173862,0.092217307,0.092217307
FUBP1,8880,0.00020397,0.092219503,0.092219503
EWSR1,2130,8.38e-06,-0.092224224,0.092224224
RNF115,27246,0.018275182,-0.092248108,0.092248108
TAF15,8148,0.011677558,-0.092308137,0.092308137
SPTY2D1,144108,0.01850479,0.092308567,0.092308567
PLIN5,440503,0.182252703,-0.092311275,0.092311275
PPID,5481,0.002779418,-0.092332031,0.092332031
CUL7,9820,0.000566001,-0.092363697,0.092363697
SRP54,6729,0.003485405,-0.092365113,0.092365113
PANK3,79646,0.002187157,-0.092448951,0.092448951
FRMD8,83786,0.001629278,0.092606752,0.092606752
UBE2M,9040,8.93e-05,0.092724258,0.092724258
LZTR1,8216,0.000610974,0.092730223,0.092730223
SMARCA1,6594,0.000544255,0.092752487,0.092752487
ECM1,1893,0.177588625,-0.092855757,0.092855757
LSM5,23658,0.013003973,0.093000308,0.093000308
IFT74,80173,0.00081416,-0.093058947,0.093058947
POU3F2,5454,0.218752688,-0.093114194,0.093114194
ODR4,54953,0.011862652,-0.093157727,0.093157727
TCTN1,79600,0.101299217,0.093166026,0.093166026
COG4,25839,0.000241524,0.093224398,0.093224398
NSDHL,50814,0.00150924,0.093246859,0.093246859
ZNF146,7705,0.240650981,-0.093276837,0.093276837
DOCK1,1793,0.000364121,-0.09329606,0.09329606
POLR2I,5438,0.038643493,-0.093339265,0.093339265
NEK9,91754,0.001079351,0.093444917,0.093444917
STT3B,201595,0.078083766,0.093566604,0.093566604
SPART,23111,0.001164497,-0.093601222,0.093601222
EXOC2,55770,1.6e-07,0.093611839,0.093611839
FYTTD1,84248,0.020374865,0.093625066,0.093625066
PPP1R3D,5509,0.06472604,-0.093714013,0.093714013
DDR1,780,0.013045757,0.093763146,0.093763146
INPP5K,51763,0.000726099,-0.093791004,0.093791004
CBLL1,79872,2.76e-05,0.093806141,0.093806141
MBL2,4153,0.357299524,0.093830057,0.093830057
RAB3GAP2,25782,6.03e-08,0.093873745,0.093873745
SOGA1,140710,0.008113571,0.093940585,0.093940585
ZBTB7A,51341,0.011170418,-0.093941132,0.093941132
CDH2,1000,0.118374024,-0.094023429,0.094023429
MDN1,23195,4.09e-05,-0.094048231,0.094048231
TTC26,79989,0.00796732,0.094068061,0.094068061
NAT1,9,0.015669484,-0.094135118,0.094135118
CYTH2,9266,0.000173671,0.094283948,0.094283948
DOCK6,57572,0.003820501,0.094318944,0.094318944
METAP1,23173,2.82e-05,-0.094397676,0.094397676
TBC1D10B,26000,1.02e-07,0.094577378,0.094577378
TNPO2,30000,4.98e-05,0.094606462,0.094606462
F12,2161,0.240890638,-0.094621736,0.094621736
MPLKIP,136647,0.007795329,0.09476178,0.09476178
UBA1,7317,6.94e-07,-0.094785438,0.094785438
VAMP7,6845,0.009455734,0.094886805,0.094886805
RNF25,64320,0.000235833,0.094921973,0.094921973
TAF1,6872,9.24e-05,0.094963095,0.094963095
FOXO1,2308,0.021627272,-0.095030282,0.095030282
ZW10,9183,0.0002468,-0.09504927,0.09504927
POP4,10775,0.006392075,0.095091877,0.095091877
MROH1,727957,0.007969017,-0.095145721,0.095145721
LRCH4,4034,0.00156704,0.095209461,0.095209461
ADAT3,113179,0.003392581,0.095257002,0.095257002
SKIV2L,6499,1.15e-06,0.095274605,0.095274605
MMS19,64210,0.000436411,0.095293634,0.095293634
CPSF3,51692,1.62e-07,0.095340689,0.095340689
RBM26,64062,1.19e-05,0.09546169,0.09546169
ODF2,4957,0.009440454,0.095472865,0.095472865
CXADR,1525,0.145571085,-0.095504503,0.095504503
VPS16,64601,3.8e-06,0.095530472,0.095530472
TERF2IP,54386,0.000203603,0.095579781,0.095579781
TAF5,6877,3.16e-05,0.095639443,0.095639443
JADE2,23338,0.006834335,0.095648451,0.095648451
NRDE2,55051,0.00054539,-0.095678322,0.095678322
RASA2,5922,7.13e-06,0.095690949,0.095690949
UBR5,51366,1.75e-08,0.095814919,0.095814919
CPSF7,79869,0.000163274,-0.095883827,0.095883827
TXLNG,55787,0.000427949,0.095886924,0.095886924
RAD23B,5887,1.71e-05,0.09595424,0.09595424
PURB,5814,0.003417507,0.096017776,0.096017776
ORM1,5004,0.332378017,0.0960225,0.0960225
GORASP1,64689,0.001066978,-0.096123172,0.096123172
CDK14,5218,0.027157712,0.096151399,0.096151399
CUTA,51596,0.003264042,0.09619489,0.09619489
CEP128,145508,0.042575102,0.096251655,0.096251655
ANP32A,8125,0.00019712,0.096378354,0.096378354
PSEN1,5663,0.00585596,-0.096384339,0.096384339
TRIM28,10155,3.63e-05,0.09647967,0.09647967
KIAA2013,90231,0.015917852,0.096658597,0.096658597
SBDS,51119,2.59e-05,0.096706036,0.096706036
GRK6,2870,0.006953288,0.096722741,0.096722741
HNRNPH2,3188,1.12e-10,-0.09674085,0.09674085
RRAGD,58528,0.009307273,-0.096785558,0.096785558
UBE2G1,7326,1.36e-05,0.09682248,0.09682248
GIPC3,126326,0.044152617,-0.0970004,0.0970004
C7orf25,79020,0.00172258,-0.097003811,0.097003811
GTF2I,2969,7.12e-06,0.097022956,0.097022956
ILKAP,80895,9.56e-05,-0.097027075,0.097027075
FAM241A,132720,0.206211532,0.097049352,0.097049352
DDX50,79009,0.000281416,0.097066699,0.097066699
MED30,90390,0.009084605,0.097104166,0.097104166
LTBP3,4054,0.268343043,-0.097105519,0.097105519
PLG,5340,0.223914635,-0.097108382,0.097108382
WASHC3,51019,0.001324836,-0.097110872,0.097110872
PRPF38A,84950,0.000261386,-0.097134011,0.097134011
TRAF2,7186,0.0120286,0.097214503,0.097214503
SNRPD3,6634,5.36e-05,0.097228896,0.097228896
ELAC1,55520,5.68e-05,-0.097280703,0.097280703
TPP1,1200,0.001311132,0.09731975,0.09731975
FAM177A1,283635,0.006738089,-0.097345322,0.097345322
SELENOF,9403,0.001120653,0.097385636,0.097385636
WDR19,57728,0.000413459,-0.097509138,0.097509138
CHTOP,26097,0.034796674,0.09759713,0.09759713
NFKBIL1,4795,0.077350651,0.097667396,0.097667396
RBM12,10137,7.14e-06,0.097731522,0.097731522
AKR1C1,1645,0.07153888,-0.097864402,0.097864402
SAP130,79595,0.000252111,0.097915727,0.097915727
RNF14,9604,0.030371046,0.098125969,0.098125969
NUP88,4927,4.4e-07,0.098210777,0.098210777
NINL,22981,0.113340379,-0.098349448,0.098349448
BBS1,582,0.001516251,-0.098465181,0.098465181
MB21D2,151963,0.017979001,0.098485187,0.098485187
RRBP1,6238,0.017020688,0.098509203,0.098509203
VGLL4,9686,0.008042936,-0.098532568,0.098532568
MBLAC1,255374,0.027957172,0.098578078,0.098578078
PLPP3,8613,0.125952465,-0.09858848,0.09858848
DOP1A,23033,0.021342245,0.098640682,0.098640682
ZNF124,7678,0.072484291,0.098648985,0.098648985
ATL1,51062,0.01810041,0.098710048,0.098710048
FBXO3,26273,0.003934746,-0.098729833,0.098729833
SH3RF1,57630,0.001559552,0.098776287,0.098776287
RP9,6100,0.023056291,0.098781319,0.098781319
TUBB3,10381,3.33e-07,0.098803845,0.098803845
SUDS3,64426,0.000227697,0.098839267,0.098839267
FGD5,152273,0.033396599,-0.098866003,0.098866003
RBBP4,5928,0.0001417,0.09887263,0.09887263
EYA3,2140,0.002010705,-0.098889279,0.098889279
ECD,11319,0.001024808,0.098943468,0.098943468
UBE4A,9354,0.000101713,-0.09910835,0.09910835
PTMS,5763,0.023444555,0.09912278,0.09912278
NEK3,4752,0.092349097,0.099144238,0.099144238
BBS9,27241,0.028941351,-0.099160869,0.099160869
TCEA2,6919,0.040841646,-0.09926341,0.09926341
VAMP8,8673,0.044626374,0.099353383,0.099353383
BTBD1,53339,0.000269356,0.099376639,0.099376639
WASHC2A,387680,5.71e-05,-0.099445801,0.099445801
RUVBL1,8607,5.06e-07,0.099464143,0.099464143
MAP2K3,5606,1.54e-05,0.099508122,0.099508122
SERPING1,710,0.258819086,-0.099532104,0.099532104
ATRAID,51374,0.004663117,0.099554687,0.099554687
GRPEL2,134266,0.09844004,0.099601894,0.099601894
TBCE,6905,0.000292007,-0.099635059,0.099635059
GALNT4,8693,0.023402457,0.099708626,0.099708626
RBBP7,5931,6.08e-05,0.099789182,0.099789182
LENG8,114823,6.63e-06,0.099819729,0.099819729
TTPAL,79183,0.004992549,-0.099869479,0.099869479
ATP2C1,27032,0.019241796,-0.09997195,0.09997195
SHKBP1,92799,0.010963815,0.100021688,0.100021688
GNB3,2784,0.001865111,-0.100067892,0.100067892
CORO2A,7464,0.160091461,-0.100071456,0.100071456
PAFAH1B2,5049,4.19e-05,0.100081749,0.100081749
CDC42BPA,8476,0.00140497,-0.100213557,0.100213557
VIPAS39,63894,4.52e-07,-0.100219419,0.100219419
CCDC124,115098,9.92e-06,0.100259523,0.100259523
SARNP,84324,0.000176245,0.100268036,0.100268036
CAPNS1,826,3.2e-05,0.100293018,0.100293018
CCNY,219771,0.005338627,0.100428692,0.100428692
TOMM6,100188893,0.161492744,-0.100598936,0.100598936
MVB12A,93343,0.000435064,-0.10065541,0.10065541
YPEL5,51646,0.00799318,0.100664771,0.100664771
STX10,8677,0.001241423,0.100684615,0.100684615
WDR11,55717,2.62e-05,0.100748136,0.100748136
NMT2,9397,0.000138606,0.100778702,0.100778702
PSMD8,5714,2.95e-05,0.100780441,0.100780441
BPTF,2186,1.38e-06,0.100844512,0.100844512
SUGP1,57794,2.69e-06,0.100990522,0.100990522
TTC7A,57217,0.024900406,0.101052284,0.101052284
CIZ1,25792,0.000867921,0.101059005,0.101059005
GRIPAP1,56850,1.78e-07,0.101134011,0.101134011
MIER1,57708,0.000575708,0.101167433,0.101167433
ENTPD2,954,0.060757582,-0.101198067,0.101198067
DCAF8,50717,0.000372945,-0.10120869,0.10120869
ANKRD54,129138,0.000280148,0.101240674,0.101240674
VPS28,51160,2.17e-06,-0.101297901,0.101297901
PCF11,51585,3.04e-07,0.101379799,0.101379799
NCOA3,8202,0.006275528,0.101411989,0.101411989
RBM42,79171,0.000133348,0.101429173,0.101429173
DVL1,1855,0.001662431,-0.101470428,0.101470428
OSBPL1A,114876,0.000155452,-0.101545113,0.101545113
RCCD1,91433,7.04e-05,0.101599896,0.101599896
KAT8,84148,4.36e-06,0.101650639,0.101650639
LMF1,64788,0.121979277,0.101760761,0.101760761
NLN,57486,0.018158165,-0.101787941,0.101787941
CBX5,23468,0.000336317,0.101832473,0.101832473
CLIP1,6249,0.000224676,-0.101868236,0.101868236
FBN1,2200,0.373624417,-0.101993022,0.101993022
CCDC174,51244,7.1e-05,-0.102007627,0.102007627
PAN3,255967,0.000213754,0.102030963,0.102030963
SYVN1,84447,0.216579113,0.102057919,0.102057919
ST13,6767,0.001871695,0.10208091,0.10208091
ABI2,10152,7.16e-05,-0.102121618,0.102121618
FBXW2,26190,0.01094084,0.1021322,0.1021322
CBX8,57332,0.002163224,0.102240234,0.102240234
KBTBD4,55709,0.013238683,-0.102279547,0.102279547
PPP2R5B,5526,2.25e-05,0.102299798,0.102299798
THBS4,7060,0.213457652,0.102380692,0.102380692
HDHD2,84064,0.009984248,-0.102473182,0.102473182
VIRMA,25962,4.07e-08,0.102795233,0.102795233
PSMD13,5719,1.37e-07,0.102826668,0.102826668
AMOT,154796,0.020090576,-0.102907379,0.102907379
ANKRD11,29123,0.142865598,0.102947876,0.102947876
DSTYK,25778,0.007008515,0.103006106,0.103006106
PTGR2,145482,0.086799808,-0.103044099,0.103044099
G3BP2,9908,5.47e-06,-0.103058224,0.103058224
MAGED1,9500,0.019092136,0.103124502,0.103124502
MINDY2,54629,0.008196224,-0.103129153,0.103129153
ACAP3,116983,0.05642184,0.103135541,0.103135541
ATXN3,4287,0.001528975,0.103152922,0.103152922
CD248,57124,0.065046404,0.10319193,0.10319193
EIF3G,8666,5.9e-06,0.103227148,0.103227148
DPH5,51611,0.000613453,0.103321445,0.103321445
PEX16,9409,0.052500227,-0.103340623,0.103340623
EXOSC10,5394,2.14e-07,0.103360874,0.103360874
LIMD1,8994,4.86e-05,0.103394068,0.103394068
TPST2,8459,0.04089766,0.103412651,0.103412651
PAFAH1B1,5048,5.25e-07,0.103486638,0.103486638
LAS1L,81887,1.43e-06,0.103517191,0.103517191
RNF214,257160,3.07e-08,-0.10352465,0.10352465
CARNMT1,138199,0.006793004,0.103532843,0.103532843
YAP1,10413,5.6e-05,-0.103556402,0.103556402
ZNF76,7629,0.000427907,0.103576082,0.103576082
USP39,10713,1.14e-06,0.103620666,0.103620666
RER1,11079,0.038409993,0.103634948,0.103634948
DNAJC16,23341,0.032074258,0.103689768,0.103689768
DIP2A,23181,6.94e-06,0.103692005,0.103692005
UBLCP1,134510,6.72e-05,0.103707719,0.103707719
KIT,3815,0.063399227,0.103729651,0.103729651
SETD2,29072,3.86e-05,-0.103737019,0.103737019
CAPZA2,830,2.89e-08,-0.103748783,0.103748783
RXRB,6257,8.3e-06,-0.103751795,0.103751795
SYDE1,85360,0.004228174,0.103778962,0.103778962
INTS7,25896,4.58e-07,0.10378212,0.10378212
UCK1,83549,0.000347536,-0.103847416,0.103847416
TMEM259,91304,0.009435805,0.103849296,0.103849296
RANBP10,57610,1.79e-05,0.103970518,0.103970518
RPP30,10556,2.9e-06,0.104019058,0.104019058
MAU2,23383,0.006660321,0.10409441,0.10409441
NUP153,9972,1.11e-05,0.104127161,0.104127161
FAM50B,26240,0.000253114,0.104143455,0.104143455
NEK1,4750,1.12e-05,0.104155435,0.104155435
BECN1,8678,1.05e-08,0.104181642,0.104181642
