gene_name,entrezgene_id,padj,Log2FC,absLogFC
AMOT,154796,1.35e-13,-0.59233791,0.59233791
INTS13,55726,5.87e-37,0.592438986,0.592438986
MGAM,8972,0.001909927,-0.592477785,0.592477785
GLP1R,2740,0.007011231,0.592479741,0.592479741
RPS6,6194,2.16e-22,0.592488049,0.592488049
UTP14A,10813,2.09e-48,0.592725342,0.592725342
WWOX-AS1,102724047,9.98e-19,-0.592797468,0.592797468
PSEN2,5664,2.15e-17,-0.592980756,0.592980756
H2BC8,8339,1.54e-06,0.593042703,0.593042703
ZDHHC20,253832,1.11e-41,0.59336836,0.59336836
GFPT2,9945,0.007741728,0.593432323,0.593432323
PRKD1,5587,2.88e-14,-0.593638135,0.593638135
FMR1,2332,5.46e-33,-0.59366545,0.59366545
NLRP2B,286430,3.66e-06,0.593673116,0.593673116
FGF13-AS1,100129662,9.73e-05,-0.593674566,0.593674566
WWTR1,25937,5.1e-19,0.593847856,0.593847856
CDIP1,29965,2.77e-21,-0.59387663,0.59387663
CCDC184,387856,0.0001725,0.593913759,0.593913759
NTPCR,84284,2.64e-29,0.594113033,0.594113033
PEAR1,375033,4.77e-10,0.594407612,0.594407612
PLEKHB2,55041,9.56e-19,-0.594449909,0.594449909
TSACC,128229,1.4e-10,-0.59449439,0.59449439
TLCD4-RWDD3,100527978,6.2e-08,-0.594586567,0.594586567
SOWAHC,65124,2.92e-08,-0.59460281,0.59460281
M6PR,4074,1.17e-46,0.59485063,0.59485063
SYNE1,23345,7.06e-28,-0.595100811,0.595100811
PTPRB,5787,6.83e-10,0.595221138,0.595221138
ZC3H12B,340554,3.61e-11,-0.595229529,0.595229529
MUTYH,4595,6.04e-25,-0.595476853,0.595476853
DCP2,167227,2.83e-54,0.595538204,0.595538204
CLN3,1201,1.14e-23,0.596062445,0.596062445
DDX18,8886,2.99e-51,0.59614351,0.59614351
MST1,4485,2.21e-05,-0.596268708,0.596268708
REM1,28954,0.000421708,0.596293637,0.596293637
SRRM5,100170229,2.79e-12,-0.596567907,0.596567907
GTF3C6,112495,2.67e-25,0.596708184,0.596708184
DNM3-IT1,100874284,1.2e-05,0.596839315,0.596839315
MFSD14A,64645,4.18e-14,0.596962396,0.596962396
FNIP2,57600,4.47e-17,-0.597227983,0.597227983
IK,3550,4.84e-49,0.597441709,0.597441709
ATF7IP,55729,1.54e-41,0.597479535,0.597479535
ECE1-AS1,100506801,4.48e-07,-0.597485731,0.597485731
OMA1,115209,2.42e-19,-0.59769103,0.59769103
ADORA1,134,0.003797316,-0.597716919,0.597716919
C20orf204,284739,2.88e-10,0.597881709,0.597881709
POLG,5428,1.09e-28,0.597883581,0.597883581
SPIDR,23514,2.95e-33,0.598183331,0.598183331
RASGRP1,10125,1.49e-12,0.598199933,0.598199933
TSC22D2,9819,1.38e-17,-0.598438787,0.598438787
P3H4,10609,4.29e-14,0.598461053,0.598461053
SLC44A3-AS1,101928079,5.57e-10,-0.598619532,0.598619532
FBXO5,26271,4.46e-20,0.59866721,0.59866721
UBA2,10054,9.93e-59,0.598802036,0.598802036
HCRTR1,3061,4.9e-06,-0.598964373,0.598964373
ZNF845,91664,2.11e-65,0.599021961,0.599021961
ATAT1,79969,1.4e-29,-0.599122971,0.599122971
EFNA5,1946,0.006130242,0.599226898,0.599226898
ZNF750,79755,7.99e-12,-0.599379164,0.599379164
NRDE2,55051,3.7e-54,-0.599569073,0.599569073
MIR507,574512,1.28e-06,0.599741839,0.599741839
FBRSL1,57666,9.97e-17,-0.599932663,0.599932663
UTP20,27340,1.23e-59,0.599946767,0.599946767
RALBP1,10928,1.22e-37,-0.599999219,0.599999219
OTULINL,54491,1.07e-15,0.600002151,0.600002151
WDR64,128025,1.16e-07,-0.600025537,0.600025537
ACSM6,142827,6.78e-05,0.600029101,0.600029101
FBXO27,126433,0.00010895,0.60037226,0.60037226
ST3GAL2,6483,7.6e-42,0.600516201,0.600516201
HOXC-AS2,100874364,8.83e-12,-0.60059594,0.60059594
CACNA1C-AS1,100652846,1.7e-07,0.600621391,0.600621391
C13orf46,100507747,2.76e-06,0.600800723,0.600800723
SLC2A2,6514,0.00108315,-0.600963661,0.600963661
CACNA1C-AS2,100874235,1.27e-06,0.600976887,0.600976887
ABCC5,10057,2.21e-26,-0.601195183,0.601195183
FGF18,8817,0.004171954,0.601208453,0.601208453
TP53INP1,94241,2.48e-18,0.601470187,0.601470187
MSH2,4436,1.23e-51,0.601636741,0.601636741
GTPBP2,54676,1.89e-37,0.601697889,0.601697889
ZNF839,55778,8.3e-27,-0.601708035,0.601708035
FITM1,161247,2.21e-07,-0.601788188,0.601788188
FBXO32,114907,5.46e-11,0.601833102,0.601833102
IRS2,8660,0.00010773,0.601962597,0.601962597
LRP11,84918,2.3e-18,-0.601986743,0.601986743
PRSS27,83886,2.84e-11,0.602239031,0.602239031
SNPH,9751,2.84e-13,-0.602318493,0.602318493
UBA6,55236,2.19e-20,0.602344318,0.602344318
FZD10-AS1,440119,0.003902329,-0.602355617,0.602355617
ATP6V1B2,526,2.96e-22,-0.602424899,0.602424899
STX3,6809,9.66e-17,-0.60246161,0.60246161
FAM86B1,85002,1.45e-08,-0.602622124,0.602622124
HOXC8,3224,8.87e-09,-0.602697071,0.602697071
C20orf96,140680,2.39e-20,-0.602724967,0.602724967
RAB8B,51762,6.89e-24,0.6028158,0.6028158
PCBD1,5092,4.17e-15,-0.603362417,0.603362417
TRIQK,286144,1.81e-28,0.603417342,0.603417342
ASCL2,430,2.25e-05,0.603496951,0.603496951
MACROH2A1,9555,1.18e-31,0.603671419,0.603671419
WNT2B,7482,6.5e-07,0.603721659,0.603721659
HCP5B,352990,4.84e-07,0.60381266,0.60381266
RASL11A,387496,9.43e-08,-0.603834259,0.603834259
DCLRE1C,64421,2.19e-49,0.603861019,0.603861019
SLC41A3,54946,9.33e-25,-0.60402723,0.60402723
A2M-AS1,144571,1.25e-15,0.604164481,0.604164481
ZNF250,58500,6.11e-32,-0.604167452,0.604167452
NOTCH2NLR,101929796,0.003421954,0.60418709,0.60418709
FHL3,2275,3.56e-09,0.604197449,0.604197449
RNU4ATAC,100151683,3.2e-09,0.604245641,0.604245641
AATBC,284837,9.46e-12,0.604264065,0.604264065
GALT,2592,2.1e-30,-0.604376077,0.604376077
CD47,961,2.47e-31,0.604555312,0.604555312
NEURL3,93082,3.79e-05,-0.60462219,0.60462219
CHKB-DT,100144603,5.6e-20,-0.604702064,0.604702064
CCL21,6366,0.026972771,-0.604754696,0.604754696
ANAPC13,25847,5.34e-25,-0.604766541,0.604766541
CREG1,8804,6.14e-27,0.605027771,0.605027771
ROBO3,64221,7.8e-09,0.605106439,0.605106439
NUP205,23165,3.16e-54,0.605177639,0.605177639
CDK7,1022,3.54e-26,0.605269259,0.605269259
SGPP2,130367,3.21e-08,0.605373423,0.605373423
STX18,53407,6.84e-30,-0.605418638,0.605418638
NHLRC1,378884,4.47e-09,0.6055033,0.6055033
NUDT17,200035,1.24e-13,0.605603478,0.605603478
BHLHE22,27319,0.000397288,0.605665325,0.605665325
ZNF285,26974,8.46e-07,-0.605673819,0.605673819
MIR6859-1,102466751,5.1e-07,0.605957937,0.605957937
ZNF474,133923,0.000173877,0.606323005,0.606323005
NEGR1,257194,0.001291333,-0.606701034,0.606701034
HM13,81502,1.71e-14,0.606735728,0.606735728
GORASP1,64689,2.06e-69,-0.606992649,0.606992649
FKBP1B,2281,2.25e-09,-0.60699769,0.60699769
PTPRK,5796,8.69e-31,0.607247447,0.607247447
PRMT2,3275,2.25e-63,0.607259148,0.607259148
TFF3,7033,0.001963408,0.607272534,0.607272534
FAM166A,401565,0.000537171,-0.607530866,0.607530866
NUP85,79902,2.13e-81,0.607559031,0.607559031
DHRS12,79758,6.47e-32,-0.607649919,0.607649919
ROBO1,6091,3.03e-07,0.607681588,0.607681588
ARMH1,339541,3e-13,-0.607822171,0.607822171
CRTAC1,55118,0.038458253,-0.607860363,0.607860363
PPP2R2D,55844,8.02e-48,-0.607876184,0.607876184
FOXRED1,55572,9.46e-34,-0.607892364,0.607892364
SEPHS1,22929,8.39e-51,-0.607917642,0.607917642
LINC01711,79160,0.007743499,-0.60796944,0.60796944
LINC02288,283575,5.03e-06,0.608002333,0.608002333
NUP155,9631,1.42e-69,0.608108661,0.608108661
UFM1,51569,2.06e-41,0.608262588,0.608262588
OTULIN,90268,2.01e-24,0.608334831,0.608334831
TUBG1,7283,9.32e-18,-0.608367324,0.608367324
NFIA-AS1,645030,1.63e-19,0.608441164,0.608441164
PHYKPL,85007,1.25e-29,0.608483665,0.608483665
TOM1L1,10040,1.33e-26,-0.608568883,0.608568883
PPP1R32,220004,2.28e-16,-0.608625243,0.608625243
RAMAC,83640,5.79e-29,0.608708511,0.608708511
PRKAR2A,5576,3.34e-66,-0.608990057,0.608990057
MTDH,92140,6.16e-36,0.608998477,0.608998477
IL6,3569,0.057626166,0.609037146,0.609037146
GLS,2744,2.53e-16,-0.609091319,0.609091319
SELENOO,83642,4.27e-24,-0.609219801,0.609219801
MIR32,407036,1.4e-08,-0.609433357,0.609433357
CDC27,996,9.33e-75,0.609444815,0.609444815
LINC01191,440900,3.18e-05,0.609467275,0.609467275
MIR3942,100500904,1.69e-13,-0.60951148,0.60951148
LRP3,4037,1.42e-07,0.609899706,0.609899706
MZT1,440145,2.65e-26,0.610056021,0.610056021
SNORA63C,109616970,1.83e-06,-0.610168511,0.610168511
HSPB11,51668,4.47e-45,0.610271972,0.610271972
CORIN,10699,5.47e-10,-0.610355904,0.610355904
PCDHA7,56141,0.000378198,0.610387324,0.610387324
PURG,29942,7.37e-09,-0.610398813,0.610398813
HOXB4,3214,2.7e-09,-0.610457069,0.610457069
KALRN,8997,1.67e-10,0.610640539,0.610640539
APLP2,334,1.9e-34,-0.610645783,0.610645783
UBA7,7318,9.92e-21,0.610734222,0.610734222
GTF2IRD1,9569,6.48e-27,-0.611066832,0.611066832
EFNA4,1945,5.94e-17,0.611067667,0.611067667
ZNF12,7559,8.29e-48,0.611182429,0.611182429
PARP10,84875,2.02e-19,0.611292758,0.611292758
SRGAP2,23380,2.33e-36,0.611330115,0.611330115
EMID1,129080,2.65e-11,-0.611438737,0.611438737
CASTOR1,652968,3.53e-07,-0.611500615,0.611500615
MAMDC4,158056,3.58e-17,0.61171137,0.61171137
USP50,373509,2.27e-41,-0.611745163,0.611745163
HDAC3,8841,6.79e-51,0.612095738,0.612095738
RELA-DT,105369347,1.79e-22,-0.612107854,0.612107854
GK5,256356,3.29e-33,-0.612249209,0.612249209
TPPP3,51673,6.47e-07,0.612339165,0.612339165
C6orf226,441150,8.68e-14,-0.612362686,0.612362686
ZNF92,168374,1.86e-28,0.612363108,0.612363108
ETFBKMT,254013,4.95e-28,-0.612464634,0.612464634
CASC18,101929110,1.46e-06,0.612549622,0.612549622
SAPCD1,401251,7.36e-09,-0.612576747,0.612576747
PCBP4,57060,1.3e-16,-0.612714274,0.612714274
FAM24B,196792,1.49e-13,-0.612796644,0.612796644
FAM72D,728833,1.19e-05,0.613089627,0.613089627
RPL5,6125,5.94e-24,0.61319227,0.61319227
AP5B1,91056,9.98e-21,-0.613404363,0.613404363
MMD,23531,1.5e-11,0.613837377,0.613837377
DCT,1638,9.07e-06,0.613857505,0.613857505
FLJ46284,441369,2.67e-16,0.613860828,0.613860828
POT1,25913,1.03e-39,0.613964976,0.613964976
GOLGA4,2803,3.23e-45,-0.614330163,0.614330163
PIFO,128344,9.02e-08,0.61449094,0.61449094
P2RX4,5025,1.11e-18,0.614534328,0.614534328
HGF,3082,1.52e-10,-0.614549455,0.614549455
LAMB3,3914,0.009007175,0.614557741,0.614557741
RTKN,6242,5.2e-17,-0.614620939,0.614620939
EIF2S3B,255308,0.036579177,0.614643199,0.614643199
LTA4H,4048,2.89e-39,0.614765482,0.614765482
DCTN6,10671,8.18e-23,0.61481827,0.61481827
AAGAB,79719,3.97e-34,-0.61489994,0.61489994
TEX55,152405,0.004762474,-0.615101634,0.615101634
ARPC3,10094,4.19e-33,0.615133671,0.615133671
C18orf21,83608,4.86e-36,0.615138094,0.615138094
PRDM6,93166,2.55e-07,-0.615187318,0.615187318
SMPDL3B,27293,5.85e-05,-0.615198267,0.615198267
DDX39A,10212,1.41e-38,0.615261609,0.615261609
FAM174A,345757,1.41e-25,0.615271786,0.615271786
ACTR3,10096,4.4e-40,0.615305986,0.615305986
CELF3,11189,2.99e-09,-0.615371499,0.615371499
PIP4K2A,5305,5.94e-37,0.615388229,0.615388229
TXNIP,10628,1.08e-15,0.615417804,0.615417804
HIRA,7290,1.56e-36,-0.615424166,0.615424166
SMPD4BP,150776,1e-23,0.615628783,0.615628783
HOXC-AS3,100874365,0.004111612,-0.615852321,0.615852321
MTRR,4552,1.38e-23,0.616396457,0.616396457
ALKAL2,285016,0.00061961,0.616470835,0.616470835
NDUFC2,4718,3.75e-22,-0.616571875,0.616571875
LINC01942,105377736,0.000387483,-0.616584065,0.616584065
DRAP1,10589,5.48e-40,0.616611704,0.616611704
OIT3,170392,0.000557671,-0.616706187,0.616706187
B3GNT4,79369,7.62e-06,0.61671375,0.61671375
NKX3-1,4824,1.71e-06,-0.616725894,0.616725894
FBXO4,26272,1.32e-32,0.616762277,0.616762277
IDH3G,3421,7.38e-63,-0.616889303,0.616889303
FASN,2194,1.25e-09,-0.617360798,0.617360798
CRYBG1,202,4.12e-18,0.617401451,0.617401451
CRISPLD2,83716,7.94e-07,-0.617617592,0.617617592
PITPNC1,26207,7.21e-16,0.617817914,0.617817914
SNORA74B,677841,6.57e-08,0.618023986,0.618023986
ADCY9,115,1.73e-18,-0.618028708,0.618028708
TRAPPC2L,51693,4.63e-27,0.618283019,0.618283019
IDI1,3422,5.62e-28,-0.618365837,0.618365837
ERI3-IT1,100874278,1.84e-16,-0.61862576,0.61862576
XPC,7508,6.15e-47,-0.618901835,0.618901835
SCLT1,132320,1.5e-59,0.618951165,0.618951165
GPC6,10082,2.31e-07,0.619032676,0.619032676
DDOST,1650,4.78e-35,0.619103286,0.619103286
LHFPL3-AS1,645591,0.003215072,-0.619123275,0.619123275
CENPJ,55835,2.38e-43,0.61917745,0.61917745
SETMAR,6419,1.35e-55,-0.619191287,0.619191287
SLC24A3-AS1,100130264,0.000712772,-0.619260648,0.619260648
DNMT1,1786,1.54e-33,0.619266382,0.619266382
THUMPD3-AS1,440944,2.03e-37,-0.619482192,0.619482192
MAN1B1,11253,6.48e-68,0.619537751,0.619537751
MYPOP,339344,7.45e-24,-0.619612299,0.619612299
ITGA9-AS1,101928153,1.22e-14,-0.6198975,0.6198975
IER5L,389792,6.07e-08,0.620154486,0.620154486
BOK,666,4.76e-11,-0.620172754,0.620172754
KIF25-AS1,100505879,0.227295067,0.620437198,0.620437198
PLCE1,51196,2.13e-11,-0.620522445,0.620522445
IL15,3600,7.08e-18,0.620555677,0.620555677
KLF4,9314,7.55e-06,0.620984898,0.620984898
METTL21C,196541,6.25e-05,0.621003342,0.621003342
PRRT3,285368,1e-17,-0.621134795,0.621134795
COX16,51241,1.25e-26,-0.621194456,0.621194456
NAT1,9,8.02e-17,-0.62119696,0.62119696
IPO9-AS1,100873949,2.97e-07,0.62124978,0.62124978
ZNF525,170958,1.43e-34,0.621378374,0.621378374
PLBD1,79887,5.78e-11,0.621399299,0.621399299
ZDBF2,57683,1.25e-07,-0.621428189,0.621428189
CIPC,85457,4.18e-41,-0.621462329,0.621462329
MIR3117,100422871,0.000176971,-0.621485083,0.621485083
FAU,2197,3.42e-31,0.621760699,0.621760699
SMARCA4,6597,1.47e-40,-0.621818838,0.621818838
PSAP,5660,2.58e-18,0.621879131,0.621879131
COA3,28958,1.1e-22,-0.622059718,0.622059718
CROT,54677,4.22e-32,-0.622217063,0.622217063
HS1BP3-IT1,100874343,0.000302543,0.622268363,0.622268363
ADAT3,113179,2.93e-09,-0.622390599,0.622390599
SH3GLB1,51100,2.51e-96,0.622408227,0.622408227
DCUN1D3,123879,8.21e-13,0.622503616,0.622503616
C1QTNF6,114904,5.56e-24,0.62265903,0.62265903
GRASLND,386597,2.32e-07,-0.622920599,0.622920599
KRBA2,124751,1.36e-29,-0.622984709,0.622984709
USP9Y,8287,0.107655101,-0.623246464,0.623246464
LSM11,134353,1.03e-46,0.62342476,0.62342476
MMACHC,25974,2.12e-28,-0.62348901,0.62348901
GALNT11,63917,9.32e-10,-0.623511264,0.623511264
LYRM4-AS1,100129461,2.44e-21,-0.623553741,0.623553741
SDHD,6392,5.6e-26,-0.623661017,0.623661017
OPRD1,4985,7.63e-05,0.623860485,0.623860485
DOCK6,57572,7.4e-14,0.624031596,0.624031596
MINDY1,55793,5.7e-17,-0.624253995,0.624253995
SEMA7A,8482,1.2e-06,0.624304944,0.624304944
PRDM11,56981,2.99e-27,-0.624338465,0.624338465
LINC02532,100422737,1.91e-11,0.624340665,0.624340665
SLC66A3,130814,1.33e-36,0.624565342,0.624565342
NAT14,57106,1.61e-08,0.624644841,0.624644841
FGF17,8822,7.07e-07,-0.62477791,0.62477791
CHRNB1,1140,2.51e-19,0.624897317,0.624897317
TCF7L1,83439,4.83e-13,-0.624917948,0.624917948
EIF4B,1975,7.86e-38,0.624944936,0.624944936
NKAPL,222698,3.89e-08,-0.625304842,0.625304842
PRKG2,5593,0.011304211,0.625541943,0.625541943
CYP4Z2P,163720,0.000749221,-0.625627503,0.625627503
ZNF497,162968,3.54e-09,-0.625693782,0.625693782
LINC00499,100874047,0.001407524,0.625807191,0.625807191
SYNGR2,9144,6.96e-25,0.626088554,0.626088554
KLRG1,10219,2.65e-11,0.626121846,0.626121846
IRAK2,3656,3.76e-13,0.626224388,0.626224388
RSPH1,89765,1.67e-07,-0.626238812,0.626238812
DNAJC19,131118,2.25e-17,-0.626321217,0.626321217
ABT1,29777,1.02e-53,0.626328901,0.626328901
AKIRIN1,79647,8.71e-20,-0.62635231,0.62635231
AP2A2,161,5.58e-73,-0.626492838,0.626492838
BRMS1L,84312,2.67e-25,-0.626521589,0.626521589
MKKS,8195,7.42e-55,-0.626651964,0.626651964
SNHG7,84973,9e-11,0.626731281,0.626731281
FOXO4,4303,4.33e-42,-0.626821075,0.626821075
ERCC6L,54821,8.74e-19,0.626894196,0.626894196
CTNNBIP1,56998,1.81e-31,-0.626915911,0.626915911
CD2BP2-DT,101928707,6.02e-17,0.627076274,0.627076274
SCTR-AS1,107105282,0.001182939,0.627190494,0.627190494
MPL,4352,1.56e-14,-0.627242054,0.627242054
CHTF18,63922,1.96e-19,0.627368988,0.627368988
ESPNL,339768,0.004852654,0.627424185,0.627424185
TMEM176A,55365,1.67e-09,0.627644983,0.627644983
THBS4,7060,6.65e-06,0.627729055,0.627729055
OSTF1,26578,4.05e-56,0.62779959,0.62779959
TDRD10,126668,1.34e-08,0.62781379,0.62781379
STRADB,55437,8.1e-16,-0.627975887,0.627975887
NOC3L,64318,7.54e-42,0.627982545,0.627982545
STOM,2040,1.53e-35,0.628018433,0.628018433
MORC3,23515,3.42e-92,0.628031805,0.628031805
BCL2L14,79370,8.81e-15,-0.628110222,0.628110222
RPS4X,6191,6.05e-20,0.628332523,0.628332523
KIAA0895,23366,2.04e-15,-0.628685573,0.628685573
FBXO36,130888,6.87e-16,-0.628776366,0.628776366
GSDMD,79792,4.33e-26,0.628862064,0.628862064
TNFRSF25,8718,7.73e-17,0.628883379,0.628883379
URB1-AS1,84996,6.7e-16,-0.629030278,0.629030278
CCDC30,728621,5.41e-23,-0.629049759,0.629049759
SYCP3,50511,6.35e-14,-0.629052864,0.629052864
SLMAP,7871,6.09e-59,-0.629351095,0.629351095
TTLL7,79739,1.68e-07,0.629468953,0.629468953
CTSO,1519,3.66e-33,0.629582114,0.629582114
GHRLOS,100126793,3.21e-13,-0.62970756,0.62970756
CMA1,1215,1.35e-06,-0.629718392,0.629718392
ZKSCAN7,55888,6.92e-25,-0.629760028,0.629760028
WFDC1,58189,2.9e-06,-0.629821577,0.629821577
MINDY4,84182,1.46e-20,-0.62988267,0.62988267
DHX30,22907,1.15e-116,-0.629979808,0.629979808
EGR3,1960,0.0120268,-0.630007288,0.630007288
ADARB2,105,0.000466281,-0.630218834,0.630218834
SFMBT1,51460,2.84e-22,-0.630236415,0.630236415
PDE6A,5145,2.77e-09,0.630251724,0.630251724
CFAP54,144535,1.14e-07,-0.630379739,0.630379739
FERMT2,10979,2.38e-19,-0.63067079,0.63067079
CCDC186,55088,5.98e-33,-0.630762231,0.630762231
SPOCK2,9806,3.53e-14,-0.630996934,0.630996934
PRPS2,5634,1.87e-23,-0.631027224,0.631027224
C21orf58,54058,1.65e-18,0.631122521,0.631122521
ISCU,23479,8.63e-43,-0.631251061,0.631251061
ARHGEF1,9138,4.83e-43,0.631254752,0.631254752
DPF3,8110,0.000251775,-0.631427461,0.631427461
PRG4,10216,2.39e-06,0.631536297,0.631536297
CLIP2,7461,1.31e-14,0.631553062,0.631553062
CHADL,150356,5.79e-09,-0.631984346,0.631984346
QPCTL,54814,9.19e-26,0.632044482,0.632044482
BLVRA,644,8.4e-32,0.632117539,0.632117539
CCDC68,80323,6.41e-08,0.632187521,0.632187521
ADAMTS5,11096,1.24e-07,0.632290308,0.632290308
NARF,26502,6.7e-63,0.632409328,0.632409328
LINC01712,105375358,9.42e-09,-0.632672584,0.632672584
SLC12A4,6560,3.34e-37,0.632753191,0.632753191
PHF14,9678,1.02e-44,0.632753796,0.632753796
NFIC,4782,2.58e-15,-0.632778991,0.632778991
NOSTRIN,115677,1.42e-12,0.632924603,0.632924603
ZBTB7C,201501,0.004585555,0.633006567,0.633006567
REXO5,81691,6.17e-23,0.633204325,0.633204325
WFIKKN1,117166,2.15e-06,0.633267011,0.633267011
DECR1,1666,8.9e-24,-0.633517494,0.633517494
GFRA2,2675,5.79e-05,0.633545229,0.633545229
IFNK,56832,7.33e-15,0.633750893,0.633750893
PRKCQ,5588,3.06e-07,-0.633832203,0.633832203
TBC1D14,57533,3.2e-60,-0.633852575,0.633852575
MGLL,11343,7.69e-18,0.633893259,0.633893259
GAK,2580,1.56e-54,-0.634001686,0.634001686
LINC02884,105378909,3.04e-05,-0.634036459,0.634036459
ZDHHC18,84243,4.59e-36,0.634357568,0.634357568
TAF4,6874,8.39e-27,-0.634427468,0.634427468
CSRP1,1465,1.52e-14,-0.634489547,0.634489547
LONRF3,79836,2.19e-06,-0.634676827,0.634676827
TTN,7273,5.78e-20,0.63470586,0.63470586
KLHL31,401265,3.67e-09,0.634728428,0.634728428
MIR506,574511,3.45e-07,0.634731245,0.634731245
TUBGCP3,10426,3.53e-26,-0.635046229,0.635046229
NCAPH2,29781,3.49e-44,0.63506455,0.63506455
RP9P,441212,1.63e-20,0.6350683,0.6350683
TEX26-AS1,100507064,0.00311921,0.635134949,0.635134949
BACE2,25825,5.77e-07,-0.635190122,0.635190122
PPP1R37,284352,8.72e-26,0.635195768,0.635195768
SPOUT1,51490,2.99e-07,0.635214597,0.635214597
MLNR,2862,0.000296544,-0.635295434,0.635295434
EMCN,51705,1.18e-06,-0.635466352,0.635466352
INTS8,55656,1.7e-48,0.635481468,0.635481468
ETV6,2120,2.88e-16,0.635587932,0.635587932
C16orf95,100506581,3.06e-10,-0.63588537,0.63588537
METAP1D,254042,2.75e-24,0.636050687,0.636050687
FMN1,342184,7.21e-10,0.636232853,0.636232853
FUNDC2,65991,1.78e-37,0.636289034,0.636289034
CAMK2N2,94032,0.000179975,0.636553701,0.636553701
SEC13,6396,2.97e-33,-0.636565784,0.636565784
SCHIP1,29970,5.42e-09,-0.636595015,0.636595015
ZNF841,284371,7e-72,0.636699497,0.636699497
VTI1B,10490,7.4e-29,-0.636971771,0.636971771
ZFY-AS1,107987337,0.107989297,-0.63698278,0.63698278
MORN2,729967,1.86e-20,-0.637196262,0.637196262
DENND1A,57706,6.63e-34,-0.637210105,0.637210105
TRMT112,51504,2.7e-46,0.637212032,0.637212032
ITIH5,80760,1.22e-06,0.637235993,0.637235993
SNORD42,124905171,4.18e-12,0.637339748,0.637339748
FNIP1,96459,5.96e-46,0.637397005,0.637397005
DKK1,22943,0.006115911,0.637438994,0.637438994
PRODH,5625,0.000808173,0.637558769,0.637558769
MED13L,23389,3.99e-51,0.637698777,0.637698777
RBM5-AS1,100775107,1.12e-29,-0.637836317,0.637836317
MYBPC2,4606,0.01371211,0.637839581,0.637839581
CREB3L4,148327,4.65e-25,0.638020618,0.638020618
ACP4,93650,4.91e-08,0.638059595,0.638059595
LINC01036,104169671,0.000771671,-0.638433301,0.638433301
EXTL1,2134,0.000641802,-0.638509731,0.638509731
MTUS1,57509,2.25e-20,-0.638594743,0.638594743
C7orf25,79020,5.43e-15,-0.638595754,0.638595754
LINC00582,100287814,3.09e-06,0.63867117,0.63867117
CD200,4345,1.28e-13,0.638977522,0.638977522
BTF3,689,4.12e-35,0.639132186,0.639132186
TACR2,6865,1.61e-07,0.639248149,0.639248149
KCNIP4-IT1,359822,0.00454485,0.639348486,0.639348486
ZNF20,7568,2.28e-20,-0.639351166,0.639351166
ARL2,402,2.29e-32,-0.639361338,0.639361338
FAM131B,9715,1.3e-05,0.639466347,0.639466347
FASTKD5,60493,5.71e-38,-0.639689544,0.639689544
CHN2,1124,1.62e-12,-0.639816361,0.639816361
CYP2A7,1549,1.04e-05,-0.639832544,0.639832544
CMC2,56942,6.46e-33,-0.639857501,0.639857501
NEMP2,100131211,1.03e-39,0.63985911,0.63985911
PSMA6,5687,6.68e-51,0.640051107,0.640051107
TSPYL1,7259,1.76e-38,-0.640221866,0.640221866
NME6,10201,4.12e-88,-0.640224952,0.640224952
RHOBTB2,23221,5.14e-28,-0.640481592,0.640481592
CBX2,84733,1.46e-06,0.640582767,0.640582767
EEF1B2,1933,1.55e-24,0.640634366,0.640634366
RBM38,55544,1.31e-19,-0.640863726,0.640863726
C1orf112,55732,1.95e-64,0.640886641,0.640886641
CUX1,1523,1.86e-30,-0.640981337,0.640981337
PCOLCE-AS1,100129845,2.43e-05,-0.641055462,0.641055462
KLF6,1316,3.83e-07,0.641411772,0.641411772
NAB1,4664,7.94e-36,0.641484618,0.641484618
CCDC96,257236,3.71e-07,-0.641584235,0.641584235
MAPK11,5600,1.45e-19,0.641588857,0.641588857
ITPA,3704,1.43e-43,0.64172568,0.64172568
ABLIM1,3983,7.63e-28,-0.641744191,0.641744191
SCN9A,6335,0.000286837,0.641810259,0.641810259
FGD1,2245,3.08e-07,-0.641913519,0.641913519
OSBP,5007,1.34e-49,-0.642432659,0.642432659
NPR3,4883,5.4e-05,-0.642472123,0.642472123
FGFR4,2264,9.86e-10,-0.642681233,0.642681233
SEMA4B,10509,4.06e-09,0.642913127,0.642913127
NAXD,55739,1.39e-65,-0.64317361,0.64317361
RERE,473,1.71e-30,-0.643311198,0.643311198
SIAE,54414,2.56e-22,-0.643314187,0.643314187
P3H2,55214,9.13e-08,0.643509027,0.643509027
GALNT4,8693,3.98e-10,0.643604571,0.643604571
SSC5D,284297,5.76e-05,0.643629591,0.643629591
SULF2,55959,4.25e-08,0.643761441,0.643761441
CENPS,378708,9.29e-13,-0.643821523,0.643821523
SNORD53,26796,1.59e-09,0.643882279,0.643882279
KLLN,100144748,2.82e-21,-0.643910166,0.643910166
CATSPERE,257044,9.16e-30,-0.64393359,0.64393359
LMNTD2-AS1,692247,6.78e-10,0.644282144,0.644282144
HELLS,3070,1.07e-15,0.644311161,0.644311161
CCDC66,285331,8.53e-54,-0.644311466,0.644311466
PPM1D,8493,7.33e-39,0.64441788,0.64441788
NRAP,4892,0.044815334,-0.644456334,0.644456334
CD81,975,4.41e-35,0.644842959,0.644842959
ANKRD46,157567,9.14e-24,-0.645062128,0.645062128
PDIA6,10130,2.36e-24,0.645155148,0.645155148
CILK1,22858,1.11e-62,0.645346675,0.645346675
