gene_name,entrezgene_id,padj,Log2FC,absLogFC
XPO5,57510,0.999907244,-6.22E-06,6.22e-06
VPS45,11311,0.999082681,3.93e-05,3.93e-05
TASOR,23272,0.998676903,-6.68E-05,6.68e-05
FAM43A,131583,0.999673304,7.21e-05,7.21e-05
EGR2,1959,0.99974187,9.52e-05,9.52e-05
CCDC191,57577,0.99844077,-0.000138551,0.000138551
MT2A,4502,0.99902194,-0.000244791,0.000244791
VRK3,51231,0.996426383,0.000275722,0.000275722
MYD88,4615,0.997352826,-0.000282942,0.000282942
KCNJ13,3769,0.997512099,-0.00032056,0.00032056
PPP6R3,55291,0.990037369,0.000366862,0.000366862
GSN-AS1,57000,0.996426383,0.000458156,0.000458156
FBXO46,23403,0.992153032,0.000497906,0.000497906
IBA57-DT,574432,0.997117763,-0.000531431,0.000531431
POLR1B,84172,0.988111842,0.000712629,0.000712629
RARA-AS1,101929693,0.99467535,-0.000752015,0.000752015
EIF1,10209,0.990037369,0.000769445,0.000769445
TMEM26,219623,0.995049845,-0.000778223,0.000778223
SMCR8,140775,0.985382764,0.000788353,0.000788353
MFSD13B,105371130,0.990612153,-0.000873104,0.000873104
CARS1-AS1,100852407,0.992934502,-0.000883248,0.000883248
HTR4,3360,0.996872757,0.00091494,0.00091494
TTL,150465,0.987919384,0.000920149,0.000920149
RUNX1T1,862,0.994635627,0.001007705,0.001007705
THBS3-AS1,105371450,0.989862014,0.001048756,0.001048756
DLGAP4,22839,0.987404585,-0.001277674,0.001277674
ARL6IP1,23204,0.983365038,-0.001279241,0.001279241
VPS51,738,0.985168674,0.001323718,0.001323718
NFE4,58160,0.993016793,0.001333412,0.001333412
KIAA1143,57456,0.977081567,-0.001337893,0.001337893
GTF2A2,2958,0.977018556,0.001358711,0.001358711
TC2N,123036,0.989879061,0.001409778,0.001409778
LBR,3930,0.977601777,-0.001410609,0.001410609
STX16,8675,0.986747047,0.001452599,0.001452599
PRH2,5555,0.982234259,-0.001568227,0.001568227
WDR26,80232,0.967977531,0.00162308,0.00162308
PFAS,5198,0.971384774,0.001675474,0.001675474
MIR1972-1,100302243,0.988763928,0.001691893,0.001691893
LETMD1,25875,0.972838703,0.001699978,0.001699978
NEXN,91624,0.989614375,0.001710976,0.001710976
NFYB,4801,0.967812002,-0.001952286,0.001952286
FAM241B,219738,0.981909836,0.002082304,0.002082304
CYB561A3,220002,0.964704873,0.002092393,0.002092393
DAZAP1,26528,0.955849467,0.00211624,0.00211624
DACT3,147906,0.988438695,0.002262989,0.002262989
OTUD5,55593,0.946482575,0.002295314,0.002295314
GMPS,8833,0.963085247,-0.002298653,0.002298653
ACTR10,55860,0.965229562,-0.002356225,0.002356225
RHOXF1,158800,0.986579961,-0.002383564,0.002383564
PHF1,5252,0.968721039,-0.002396417,0.002396417
KLF3,51274,0.961945104,0.002406949,0.002406949
TRMT13,54482,0.951061041,0.002439769,0.002439769
GLB1L3,112937,0.994608474,-0.002531236,0.002531236
TBL3,10607,0.958828279,-0.002551519,0.002551519
MARF1,9665,0.942517321,0.002578908,0.002578908
PRCD,768206,0.976172467,-0.002727487,0.002727487
SCAPER,49855,0.959445387,0.002828886,0.002828886
TMED5,50999,0.966643347,-0.002881609,0.002881609
GGCX,2677,0.95758925,-0.002900284,0.002900284
LINC00960,401074,0.982704671,-0.003026172,0.003026172
CDC26,246184,0.953979689,0.003035046,0.003035046
DCUN1D5,84259,0.938244604,0.003106738,0.003106738
EMC7,56851,0.952230933,0.003224376,0.003224376
XPO4,64328,0.924506465,0.003258338,0.003258338
FARS2,10667,0.934439765,-0.00327444,0.00327444
ACTR1A,10121,0.942378738,-0.003298724,0.003298724
ATG101,60673,0.962437878,-0.003366382,0.003366382
FOCAD,54914,0.96864915,0.003377242,0.003377242
DMXL2,23312,0.953266035,-0.003398666,0.003398666
EMC10,284361,0.956029876,-0.003405628,0.003405628
CSNK2A2,1459,0.947124049,0.003496488,0.003496488
FBXL3,26224,0.946625969,0.003568616,0.003568616
SLC12A9,56996,0.947791856,0.003622227,0.003622227
LRWD1,222229,0.952730715,-0.003622689,0.003622689
PRPF38A,84950,0.925586733,0.003646938,0.003646938
ASB16-AS1,339201,0.945480761,0.003672354,0.003672354
PRPF18,8559,0.934674354,0.00369128,0.00369128
LINC00222,387111,0.976978105,-0.003708635,0.003708635
COPRS,55352,0.947730506,-0.00377386,0.00377386
PI4KB,5298,0.913033865,-0.003789721,0.003789721
BRI3BP,140707,0.957700881,0.003791392,0.003791392
BCL7C,9274,0.949688402,-0.003802788,0.003802788
TANGO6,79613,0.936559681,-0.003824196,0.003824196
TEP1,7011,0.937053847,-0.003911455,0.003911455
NAT9,26151,0.927880396,0.003933005,0.003933005
FOS,2353,0.986641104,0.003949427,0.003949427
GID8,54994,0.900267584,0.004030743,0.004030743
PPARG,5468,0.95672464,0.004069665,0.004069665
HEXD,284004,0.947730506,-0.004072546,0.004072546
MBTPS1,8720,0.909003055,-0.004103772,0.004103772
ZC3H6,376940,0.949771792,0.00414621,0.00414621
AP1AR,55435,0.943382646,-0.004203414,0.004203414
BABAM2,9577,0.93812836,-0.004249173,0.004249173
TM9SF2,9375,0.928110998,0.004308113,0.004308113
CLTB,1212,0.938497923,-0.004370997,0.004370997
TYW3,127253,0.926996367,0.004380432,0.004380432
BICC1,80114,0.962211963,-0.004467203,0.004467203
ANKRD27,84079,0.899147396,-0.00447493,0.00447493
PRKACB,5567,0.935818888,-0.004486622,0.004486622
CHST12,55501,0.936314795,0.004519863,0.004519863
BMS1P4,729096,0.939638058,0.004553887,0.004553887
ZNF585B,92285,0.911406056,-0.004619481,0.004619481
CELF1,10658,0.87495069,-0.004657841,0.004657841
OTUD4,54726,0.911113613,0.00470737,0.00470737
LARP1B,55132,0.943782032,0.004726713,0.004726713
NPIPB13,613037,0.975669825,0.004753231,0.004753231
YKT6,10652,0.932049135,0.004778657,0.004778657
MACIR,90355,0.9627235,-0.004804488,0.004804488
ZNF358,140467,0.943637705,0.004807033,0.004807033
CD59,966,0.933151022,0.004871579,0.004871579
ZFY,7544,0.990526089,-0.005002956,0.005002956
EIF3F,8665,0.884830568,-0.005051703,0.005051703
NOMO1,23420,0.955369046,0.005060203,0.005060203
KCNQ4,9132,0.977138904,0.005118135,0.005118135
ZNF609,23060,0.895722202,0.005142086,0.005142086
HDAC5,10014,0.929128727,-0.005199319,0.005199319
EDEM1,9695,0.937083233,-0.005343792,0.005343792
ICE1,23379,0.88113459,0.005346291,0.005346291
MPP3,4356,0.953768702,0.005350906,0.005350906
TSNAX,7257,0.899682324,-0.005380612,0.005380612
PPP1CB,5500,0.937053847,0.005405709,0.005405709
TWIST2,117581,0.980927749,-0.005646437,0.005646437
WASHC5,9897,0.908498002,-0.005682441,0.005682441
FDXACB1,91893,0.931691587,-0.005685505,0.005685505
NKTR,4820,0.884830568,0.005707815,0.005707815
MRPL3,11222,0.928204546,0.005721241,0.005721241
MAU2,23383,0.853512249,-0.005744327,0.005744327
TXNL1,9352,0.896532521,-0.005782043,0.005782043
SZRD1,26099,0.894355785,-0.005811064,0.005811064
DCTN5,84516,0.895722202,0.005825782,0.005825782
ZNF487,642819,0.906048961,-0.005931011,0.005931011
CPED1,79974,0.952333288,0.005942805,0.005942805
PDZD4,57595,0.961411253,-0.005960219,0.005960219
COX7A2L,9167,0.911101953,-0.00597873,0.00597873
ABCC4,10257,0.943266496,-0.00598517,0.00598517
NOXA1,10811,0.94565979,0.006067374,0.006067374
NIPBL-DT,646719,0.918779001,0.00609385,0.00609385
SLC9A8,23315,0.900061013,0.006109959,0.006109959
PINX1,54984,0.918274369,0.006443552,0.006443552
MPC2,25874,0.940805171,-0.006463853,0.006463853
C16orf72,29035,0.861444917,-0.00647116,0.00647116
HNRNPA1L2,144983,0.919333324,0.006495995,0.006495995
SCUBE2,57758,0.95939673,0.006532459,0.006532459
TEAD1,7003,0.908034763,0.0065594,0.0065594
PPCS,79717,0.912658413,-0.006563586,0.006563586
CYCSP52,360155,0.962736681,-0.006724064,0.006724064
MBTPS2,51360,0.923763964,-0.006837417,0.006837417
ZNF286B,729288,0.947208488,-0.006858021,0.006858021
ZNF124,7678,0.912545344,-0.006894232,0.006894232
MAPRE1,22919,0.888761131,0.006910466,0.006910466
SMG1,23049,0.842853575,-0.006989726,0.006989726
MAP3K1,4214,0.915601771,-0.007060232,0.007060232
CMTR2,55783,0.892515398,0.007125617,0.007125617
UBAP2L,9898,0.831777738,0.007125801,0.007125801
PDGFC,56034,0.936386235,-0.007193511,0.007193511
UBE2E3,10477,0.884502296,0.00722905,0.00722905
GTF2IRD2B,389524,0.919986807,0.007238778,0.007238778
SNORD14A,26822,0.941715821,0.007267733,0.007267733
RANBP17,64901,0.965802174,-0.007294029,0.007294029
TEX30,93081,0.930516411,0.007305934,0.007305934
THAP2,83591,0.919408962,-0.007342677,0.007342677
COA8,84334,0.882936248,-0.007392825,0.007392825
MON1B,22879,0.877713628,-0.007405898,0.007405898
MKNK2,2872,0.913428522,0.007417103,0.007417103
ABR,29,0.935534686,-0.007444992,0.007444992
C11orf1,64776,0.927880396,0.007469066,0.007469066
DDX56,54606,0.858778021,-0.007522626,0.007522626
CACNA2D1,781,0.961330815,0.00753644,0.00753644
CTTN,2017,0.847464292,-0.007570448,0.007570448
TRIM39,56658,0.846853412,0.007651989,0.007651989
PCDHB5,26167,0.969856193,-0.007683982,0.007683982
SNORD56B,319139,0.95883322,0.007688303,0.007688303
ZCWPW1,55063,0.89314543,-0.00771418,0.00771418
PARD3,56288,0.903308966,0.007735135,0.007735135
TSG101,7251,0.839792906,0.00774357,0.00774357
PYROXD1,79912,0.892279849,0.007845542,0.007845542
GABPB1-IT1,55056,0.844802734,0.007852392,0.007852392
MRPS28,28957,0.910438204,0.007938171,0.007938171
RHPN1-AS1,78998,0.961551256,-0.008023346,0.008023346
SEC63,11231,0.885147817,-0.00806321,0.00806321
TMEM185A,84548,0.854633347,-0.008090235,0.008090235
EFCC1,79825,0.954918308,-0.008107202,0.008107202
TMED1,11018,0.892299217,-0.008214459,0.008214459
COQ7,10229,0.85643036,-0.008215545,0.008215545
PHF13,148479,0.903526521,0.008216688,0.008216688
PRKX,5613,0.939635892,0.008240382,0.008240382
DYNC2H1,79659,0.900545613,0.008260667,0.008260667
IWS1,55677,0.821095234,0.0083726,0.0083726
TRIM28,10155,0.828469644,-0.008404244,0.008404244
SMARCC2,6601,0.805271913,-0.008407709,0.008407709
GJB2,2706,0.960955305,-0.00841096,0.00841096
MED12L,116931,0.94401244,-0.008411333,0.008411333
EWSR1,2130,0.770018504,0.008425699,0.008425699
TMEM183A,92703,0.828652947,-0.008450319,0.008450319
STK16,8576,0.894789077,0.008512383,0.008512383
GSTK1,373156,0.894065805,-0.008514816,0.008514816
ANAPC10,10393,0.824803997,-0.008521581,0.008521581
SERHL2,253190,0.899309729,0.008617237,0.008617237
MOSMO,730094,0.838221954,-0.008706635,0.008706635
GOLGB1,2804,0.878016707,0.008713675,0.008713675
C1GALT1,56913,0.893522401,-0.008754069,0.008754069
ZNF583,147949,0.918274369,0.008786446,0.008786446
SRP68,6730,0.852699978,-0.008803126,0.008803126
ARIH1,25820,0.813143683,0.008895091,0.008895091
DHODH,1723,0.891064472,-0.009030568,0.009030568
BICRAL,23506,0.840864489,-0.009030592,0.009030592
GALNT18,374378,0.916516374,0.009046815,0.009046815
NSD3,54904,0.807956651,-0.009052871,0.009052871
MTERF1,7978,0.833490232,-0.009117794,0.009117794
MRPS33,51650,0.896725786,-0.009162883,0.009162883
RAB12,201475,0.83611195,-0.0091815,0.0091815
OR2D3,120775,0.95887654,0.009199189,0.009199189
PTGER4,5734,0.917537101,-0.009232813,0.009232813
CAPN1,823,0.849617547,-0.009240194,0.009240194
F10,2159,0.971553368,0.009247399,0.009247399
ARFGAP2,84364,0.790750834,-0.009279342,0.009279342
ARL17A,51326,0.93153503,0.009318628,0.009318628
PCBP1-AS1,400960,0.897632438,0.009324259,0.009324259
NOP9,161424,0.81518692,0.009382638,0.009382638
UBAC1,10422,0.815527251,0.009431638,0.009431638
FBXO8,26269,0.843339067,0.00947813,0.00947813
SNHG17,388796,0.912105279,0.009482496,0.009482496
RMDN3,55177,0.844022797,-0.009512345,0.009512345
OTUB1,55611,0.818579693,-0.009557054,0.009557054
MARS1,4141,0.873701756,-0.009557126,0.009557126
TMBIM4,51643,0.88378561,0.009727583,0.009727583
HSPA9,3313,0.883480811,0.009739296,0.009739296
ADAT2,134637,0.874775373,-0.009791412,0.009791412
ATG13,9776,0.796682295,0.009805789,0.009805789
FMO3,2328,0.952141865,-0.009810159,0.009810159
TRMT61B,55006,0.7994267,-0.009881163,0.009881163
XKR8,55113,0.835190156,-0.00997617,0.00997617
SUMO1,7341,0.825557822,-0.010020945,0.010020945
THUMPD1,55623,0.805271913,-0.010025758,0.010025758
NEU3,10825,0.867166019,-0.010049044,0.010049044
ACADVL,37,0.887109675,0.010054973,0.010054973
PPP2R3B,28227,0.891083661,-0.010076381,0.010076381
ARSL,415,0.927484712,-0.01013558,0.01013558
BET1L,51272,0.828296359,0.010170815,0.010170815
TYW1,55253,0.809174658,-0.010218452,0.010218452
SDF4,51150,0.842175474,0.010224964,0.010224964
OXA1L,5018,0.849336849,-0.010249079,0.010249079
SLC4A2,6522,0.854597286,-0.010414736,0.010414736
A4GALT,53947,0.891051164,0.010512893,0.010512893
PEF1,553115,0.7994267,-0.010573158,0.010573158
TRABD2B,388630,0.923067061,0.010734056,0.010734056
PLEKHA5,54477,0.93098257,0.01075448,0.01075448
KIAA0040,9674,0.88143085,-0.010800682,0.010800682
PAN2,9924,0.79880403,0.010808162,0.010808162
MYO1H,283446,0.93153503,0.010811505,0.010811505
MIER3,166968,0.822591842,-0.01086069,0.01086069
VCP,7415,0.780440579,-0.010931803,0.010931803
KANSL1,284058,0.846530799,0.01093898,0.01093898
ZDHHC8,29801,0.876330291,0.011013559,0.011013559
TACR1,6869,0.88489905,-0.011047307,0.011047307
ZNF169,169841,0.816751999,-0.011064469,0.011064469
DAB2,1601,0.89314543,0.011119522,0.011119522
NUDT22,84304,0.846493798,-0.011134348,0.011134348
CHD8,57680,0.731984919,-0.011147555,0.011147555
RBM18,92400,0.776094675,-0.011150135,0.011150135
DHX57,90957,0.763370842,-0.011270976,0.011270976
EYS,346007,0.924806268,0.011280832,0.011280832
HYPK,25764,0.849283717,0.011282327,0.011282327
KRTAP5-9,3846,0.940582272,0.011295183,0.011295183
KDM7A-DT,100134229,0.913108425,-0.011304431,0.011304431
MED29,55588,0.777602587,-0.011315981,0.011315981
FAM118B,79607,0.843773712,-0.01131732,0.01131732
MTCH1,23787,0.81584234,0.01145291,0.01145291
MATR3,9782,0.793080325,-0.011491,0.011491
ADNP-AS1,101927631,0.818298364,0.011581739,0.011581739
METTL25,84190,0.844070117,-0.011669719,0.011669719
HOXA10-AS,100874323,0.952333288,0.011734372,0.011734372
SAYSD1,55776,0.787679412,-0.011746967,0.011746967
DCDC1,341019,0.920097978,0.0117691,0.0117691
SMARCE1,6605,0.764266173,-0.011796011,0.011796011
IL17B,27190,0.941586431,-0.011809805,0.011809805
SEC23IP,11196,0.77735229,-0.011821179,0.011821179
FIP1L1,81608,0.737817595,-0.011823903,0.011823903
MARCHF8,220972,0.780073724,-0.011831548,0.011831548
RBM19,9904,0.73898613,0.011842293,0.011842293
GLO1,2739,0.825681875,-0.011855559,0.011855559
RPAP1,26015,0.787583203,-0.011913161,0.011913161
AIFM2,84883,0.889473459,0.011975927,0.011975927
UPF3B,65109,0.736022747,0.01201449,0.01201449
PRNCR1,101867536,0.899711151,-0.012029709,0.012029709
PIP4P2,55529,0.860750257,0.012064998,0.012064998
CNN1,1264,0.956038567,0.012069296,0.012069296
SFT2D1,113402,0.766046573,0.012095396,0.012095396
FAM186A,121006,0.902363959,0.012171238,0.012171238
PIK3CB,5291,0.868199722,-0.012181382,0.012181382
TXNDC11,51061,0.836732897,-0.012202593,0.012202593
DDX19B,11269,0.775707207,0.012233816,0.012233816
PIAS4,51588,0.77781946,0.012298799,0.012298799
DNAH17,8632,0.895596659,-0.012339234,0.012339234
ZNF318,24149,0.8188264,-0.012347338,0.012347338
COQ2,27235,0.852929379,-0.01235525,0.01235525
TP53RK,112858,0.815527251,-0.012457233,0.012457233
TRIM37,4591,0.751583402,0.012488448,0.012488448
BCCIP,56647,0.822382136,-0.012501785,0.012501785
ELOVL6,79071,0.923805033,-0.012511758,0.012511758
JMJD7-PLA2G4B,8681,0.818298364,-0.012671906,0.012671906
EEF1AKMT4,110599564,0.906577968,0.012676547,0.012676547
SEPSECS,51091,0.850211884,-0.012721279,0.012721279
UQCC1,55245,0.769119176,-0.012758018,0.012758018
CABYR,26256,0.90237756,-0.012765422,0.012765422
RNF114,55905,0.795358984,0.012783844,0.012783844
THAP12,5612,0.765012657,0.012788791,0.012788791
HDAC8,55869,0.696063254,-0.012789291,0.012789291
ZNF439,90594,0.864649054,-0.01284653,0.01284653
EXOSC3,51010,0.731720318,0.012933449,0.012933449
GRSF1,2926,0.771528059,0.012948853,0.012948853
EAPP,55837,0.821881136,0.012962219,0.012962219
KIAA1614,57710,0.848328422,-0.012980814,0.012980814
SVIL-AS1,102724316,0.769842447,0.01298935,0.01298935
ZNF727,442319,0.953452912,-0.012996543,0.012996543
FBXO22,26263,0.778792092,-0.013001862,0.013001862
TBPL1,9519,0.796964701,-0.013027135,0.013027135
MGA,23269,0.756608724,-0.013049921,0.013049921
CHMP2A,27243,0.796040686,-0.013083294,0.013083294
KDELR2,11014,0.837667709,0.013127506,0.013127506
BRD2,6046,0.741023792,0.01314807,0.01314807
SNORA47,677828,0.909458452,-0.013150529,0.013150529
AMOTL2,51421,0.89816822,0.013197843,0.013197843
DRG2,1819,0.649500081,-0.013222579,0.013222579
LRFN4,78999,0.915216212,0.013240882,0.013240882
TMEM230,29058,0.772409773,-0.013613879,0.013613879
ATXN7L3,56970,0.766989989,0.013656789,0.013656789
IMPACT,55364,0.781170814,-0.013731329,0.013731329
P2RY6,5031,0.922176281,0.013788404,0.013788404
IRX6,79190,0.96822215,0.013792028,0.013792028
NIPSNAP3A,25934,0.803200873,0.013792461,0.013792461
FAM21EP,100421577,0.898897731,0.013834746,0.013834746
PDE8A,5151,0.825247882,0.013908153,0.013908153
GNG5,2787,0.867627245,0.014020094,0.014020094
RHOBTB1,9886,0.898790555,-0.014033779,0.014033779
NPIPB2,729978,0.961547163,-0.014112381,0.014112381
NCBP3,55421,0.670203329,0.014136738,0.014136738
ITFG2,55846,0.761340944,-0.014165093,0.014165093
ERCC6L2,375748,0.721061829,0.014189208,0.014189208
ARMCX3,51566,0.71606316,-0.014231837,0.014231837
SPATA21,374955,0.899036801,-0.014289829,0.014289829
HSF2,3298,0.77569572,0.014385769,0.014385769
ABHD1,84696,0.86066132,0.014422303,0.014422303
C21orf91,54149,0.811962902,0.014445988,0.014445988
U7,124904756,0.88639708,0.014447375,0.014447375
MAN1A2,10905,0.757070107,0.014588117,0.014588117
LINC01963,150967,0.848159653,-0.014604254,0.014604254
TSPAN5,10098,0.883572546,-0.014667289,0.014667289
PSME4,23198,0.796964701,-0.014712464,0.014712464
HP1BP3,50809,0.588852831,-0.014714663,0.014714663
RRS1,23212,0.861008814,0.014714913,0.014714913
LAMA5,3911,0.885718408,0.01473331,0.01473331
ZNF529-AS1,101927599,0.751323119,-0.014740429,0.014740429
EIF3J-DT,645212,0.81142774,-0.014752043,0.014752043
ATP6V1F,9296,0.824500327,-0.014825497,0.014825497
LINC02097,101928205,0.917748841,-0.014889121,0.014889121
TNFRSF17,608,0.943514869,-0.014978471,0.014978471
DENND6A,201627,0.716502021,0.014990436,0.014990436
FCF1,51077,0.725185691,0.015033831,0.015033831
GPATCH8,23131,0.632145007,0.015069387,0.015069387
BTBD2,55643,0.761594367,-0.015144914,0.015144914
TERF2,7014,0.723953284,0.015208855,0.015208855
MIR6081,102466518,0.877986751,-0.015299358,0.015299358
ASTN2,23245,0.870842709,-0.015437415,0.015437415
DPY19L4,286148,0.787805103,-0.01547971,0.01547971
TMEM191B,728229,0.949640389,0.015484681,0.015484681
GNPTG,84572,0.76405662,-0.015529462,0.015529462
LINC00689,154822,0.926168017,-0.015598736,0.015598736
TTC28,23331,0.806980663,-0.01567224,0.01567224
KNSTRN,90417,0.821721838,0.015686731,0.015686731
RPIA,22934,0.70094785,-0.015795742,0.015795742
SGMS2,166929,0.862333751,0.015847768,0.015847768
ZNF154,7710,0.854597286,0.015888087,0.015888087
UBE2F,140739,0.801793217,0.016156458,0.016156458
TTLL11,158135,0.747774372,-0.016201033,0.016201033
BRI3,25798,0.785074578,0.016357018,0.016357018
LACTB2,51110,0.905812208,0.016394128,0.016394128
SDF2L1,23753,0.870842709,0.01645574,0.01645574
MRPL57,78988,0.796692999,-0.016473189,0.016473189
TRAPPC4,51399,0.740607187,-0.016475375,0.016475375
MARCOL,105378220,0.921061309,0.016511134,0.016511134
STUB1,10273,0.823144406,0.01651998,0.01651998
MTPAP,55149,0.616990788,0.016520697,0.016520697
RFPL3S,10737,0.894540094,-0.016527638,0.016527638
GFM2,84340,0.732643485,-0.016596468,0.016596468
ARPP19,10776,0.70200445,0.016608603,0.016608603
PATL1,219988,0.782193092,0.016614256,0.016614256
MRTFB,57496,0.735977946,-0.016626926,0.016626926
HNRNPL,3191,0.49628834,0.016630427,0.016630427
TRMT11,60487,0.747307906,-0.016667327,0.016667327
PRMT5,10419,0.798617542,0.016693215,0.016693215
PAN3,255967,0.622700136,0.016790653,0.016790653
ZNF627,199692,0.692350838,-0.016814402,0.016814402
HIC2,23119,0.793488767,-0.016829036,0.016829036
CHCHD6,84303,0.813839932,-0.016871345,0.016871345
PCIF1,63935,0.707369546,-0.016965304,0.016965304
GLIPR1L2,144321,0.914143917,0.016989484,0.016989484
CUTA,51596,0.76083607,0.017025734,0.017025734
C5orf22,55322,0.731559314,-0.017107387,0.017107387
UBE2V1,7335,0.762773968,-0.017111387,0.017111387
ZBTB39,9880,0.69094652,0.017166218,0.017166218
TNN,63923,0.943120997,0.017267823,0.017267823
FN3KRP,79672,0.733615405,-0.017321403,0.017321403
RWDD2A,112611,0.779741595,-0.017349614,0.017349614
KCNK12,56660,0.858268293,-0.017382555,0.017382555
YES1,7525,0.763480873,-0.017428556,0.017428556
FBXO25,26260,0.811710753,0.017502301,0.017502301
TMEM186,25880,0.755474319,0.017568539,0.017568539
SEH1L,81929,0.721813121,0.017569793,0.017569793
EFCAB14,9813,0.600642444,0.017591552,0.017591552
TRIM32,22954,0.692280776,0.017610955,0.017610955
RAB19,401409,0.902065938,0.017663268,0.017663268
MLST8,64223,0.756479304,-0.017672498,0.017672498
ZNF544,27300,0.699610959,0.01771209,0.01771209
RIMS1,22999,0.956187877,-0.017772872,0.017772872
ZNF260,339324,0.628664784,0.017852039,0.017852039
ISOC2,79763,0.86071853,-0.017856286,0.017856286
LINC01622,285768,0.941811319,-0.017908279,0.017908279
CCT3,7203,0.743935828,-0.017933467,0.017933467
SYAP1,94056,0.775535702,-0.017977642,0.017977642
PICALM,8301,0.636822467,0.018082318,0.018082318
SNED1,25992,0.848159653,0.018102812,0.018102812
SPIN2B,474343,0.733581977,0.018127448,0.018127448
PAFAH1B1,5048,0.471998107,-0.018211715,0.018211715
ZNF106,64397,0.664606794,-0.018254204,0.018254204
DDX5,1655,0.694903907,0.018310763,0.018310763
TET1,80312,0.84163868,0.01832651,0.01832651
KIAA1328,57536,0.748930667,-0.018428826,0.018428826
RAB28,9364,0.588046554,-0.018449722,0.018449722
COPS4,51138,0.672002311,-0.01848343,0.01848343
DNAJA1,3301,0.77363548,0.01851073,0.01851073
RND1,27289,0.929128727,-0.018547562,0.018547562
PCSK7,9159,0.707644528,-0.018555647,0.018555647
FOXE1,2304,0.933341153,-0.01867949,0.01867949
PLP1,5354,0.890821003,0.018743341,0.018743341
ZFPM1,161882,0.834405394,-0.018751037,0.018751037
PUS3,83480,0.700450745,0.018754664,0.018754664
MLX,6945,0.724738754,-0.018768595,0.018768595
ERO1B,56605,0.765713691,-0.018813132,0.018813132
CYTH2,9266,0.717185216,0.018864123,0.018864123
ARL6,84100,0.769989177,-0.018919376,0.018919376
PRUNE1,58497,0.777475499,-0.018954404,0.018954404
RBFA,79863,0.726124854,-0.019097321,0.019097321
PDCD2L,84306,0.798147866,-0.019180457,0.019180457
TBC1D22B,55633,0.722251636,-0.019260722,0.019260722
G6PD,2539,0.820592583,0.019268778,0.019268778
TMEM59,9528,0.686847431,0.019328853,0.019328853
MRPS22,56945,0.726253443,-0.019410633,0.019410633
ZNF776,284309,0.600148424,0.019413626,0.019413626
SF3B4,10262,0.700492941,0.019489096,0.019489096
CTSB,1508,0.863986382,-0.019543753,0.019543753
KPNA4,3840,0.67864203,0.019550852,0.019550852
TFE3,7030,0.690550672,-0.019590409,0.019590409
RAET1G,353091,0.892515398,-0.019604532,0.019604532
THOC2,57187,0.52513281,-0.01961125,0.01961125
CAHM,100526820,0.82640845,-0.019630455,0.019630455
FLOT2,2319,0.588500982,-0.019724957,0.019724957
NADK2,133686,0.751046155,0.019740034,0.019740034
ZZZ3,26009,0.570013469,0.019758131,0.019758131
MRFAP1L1,114932,0.629724065,0.019758551,0.019758551
SERPINI1,5274,0.880075782,-0.019805013,0.019805013
UGP2,7360,0.756042954,0.019850691,0.019850691
RXFP1,59350,0.896661374,0.019996631,0.019996631
POMGNT1,55624,0.730014683,0.020021123,0.020021123
ZNF211,10520,0.729552815,-0.020098364,0.020098364
EOLA1,91966,0.688225079,0.02011735,0.02011735
THOC5,8563,0.622515726,-0.020119986,0.020119986
CEP41,95681,0.76111871,-0.020124269,0.020124269
ZNF789,285989,0.611340504,-0.020167277,0.020167277
RABGAP1,23637,0.654430906,-0.020209177,0.020209177
TXNL4A,10907,0.67757887,-0.020352318,0.020352318
FBXW8,26259,0.650043176,0.020388366,0.020388366
MTRF1,9617,0.629103138,-0.020478653,0.020478653
MED22,6837,0.644350169,0.020511204,0.020511204
FUBP3,8939,0.533387237,0.020541147,0.020541147
MAST4,375449,0.794739711,0.020597364,0.020597364
GPSM1,26086,0.828296359,-0.020613518,0.020613518
DAPK2,23604,0.864476178,-0.020682723,0.020682723
PPP4R3A,55671,0.623674732,0.020684797,0.020684797
ENOPH1,58478,0.660769301,-0.020736135,0.020736135
LINC01376,400945,0.679355667,0.020831007,0.020831007
KPNA3,3839,0.712662382,-0.020919775,0.020919775
NME9,347736,0.690565347,-0.020963095,0.020963095
ASH1L,55870,0.462586781,0.020984648,0.020984648
ZNF746,155061,0.686956431,0.021016712,0.021016712
WBP2,23558,0.712824619,-0.021178139,0.021178139
UBAP2,55833,0.622196665,-0.021197949,0.021197949
PPP1R17,10842,0.875802225,-0.021212525,0.021212525
SND1-IT1,27099,0.79004977,0.021225855,0.021225855
C6orf89,221477,0.508764009,0.021249488,0.021249488
TMEM68,137695,0.759777117,-0.021306734,0.021306734
DCTN2,10540,0.601691193,0.021353778,0.021353778
PRPF4B,8899,0.445994247,0.021354124,0.021354124
CRPPA-AS1,100506025,0.846493798,-0.021457779,0.021457779
TMX4,56255,0.672389334,0.021524385,0.021524385
GPR75,10936,0.839530539,-0.021528117,0.021528117
PRRG3,79057,0.903984736,0.021636639,0.021636639
SRP19,6728,0.6758058,0.021669756,0.021669756
E2F3-IT1,100874268,0.809989627,0.021704791,0.021704791
MRPL28,10573,0.688266973,0.021722247,0.021722247
PPA1,5464,0.784479849,-0.021858114,0.021858114
MARK4,57787,0.608250106,0.021864384,0.021864384
OR1K1,392392,0.868509577,0.021991599,0.021991599
MYH11,4629,0.911190683,0.022006221,0.022006221
OSR2,116039,0.937053847,0.022006987,0.022006987
